name,start,end,dir,angle,status,speed,time,identifier
成双大道南段,"103.93499,30.5806808;","103.941414,30.5851994",从三强北路三段到商都路,39,1,46.0,2019-08-21 Wed 11:09:33,成双大道南段从三强北路三段到商都路
成双大道南段,"103.952126,30.5928173","103.934937,30.5807476",从龙桥路到三强北路三段,219,1,45.0,2019-08-21 Wed 11:09:33,成双大道南段从龙桥路到三强北路三段
龙桥路,"103.952248,30.5928097","103.942184,30.6037598",从成双大道北一段到双楠大道北一段,128,1,30.0,2019-08-21 Wed 11:09:33,龙桥路从成双大道北一段到双楠大道北一段
龙桥路,"103.942108,30.6037369","103.952179,30.5927563",从双楠大道北一段到成双大道北一段,308,1,35.0,2019-08-21 Wed 11:09:33,龙桥路从双楠大道北一段到成双大道北一段
机场高速,"103.960709,30.5776539",";104.067398,30.609396",从机场高速出入口到天府大道北段出入口,19,1,65.0,2019-08-21 Wed 11:09:33,机场高速从机场高速出入口到天府大道北段出入口
机场高速,"104.067253,30.6096096","103.961105,30.5785236",从天府大道北段出入口到机场高速出入口,198,1,70.0,2019-08-21 Wed 11:09:33,机场高速从天府大道北段出入口到机场高速出入口
成双大道中段,"103.973953,30.6039238","103.996086,30.5986404",从草金路到文昌路,344,1,40.0,2019-08-21 Wed 11:09:33,成双大道中段从草金路到文昌路
成双大道中段,"103.995964,30.5987339","103.966789,30.6037102",从文昌路到江安滨河北路,168,1,40.0,2019-08-21 Wed 11:09:33,成双大道中段从文昌路到江安滨河北路
成双大道北段,"103.996086,30.5986404","104.014343,30.6173725",从文昌路到川藏立交,50,1,30.0,2019-08-21 Wed 11:09:33,成双大道北段从文昌路到川藏立交
成双大道北段,"104.014259,30.6174526","103.995964,30.5987339",从川藏立交到文昌路,229,1,35.0,2019-08-21 Wed 11:09:33,成双大道北段从川藏立交到文昌路
广都大道三段,"103.935333,30.5525818","103.928131,30.5577374",从临港路一段到永安路四段,140,1,45.0,2019-08-21 Wed 11:09:33,广都大道三段从临港路一段到永安路四段
广都大道三段,"103.92807,30.5576801;","103.935326,30.5524845",从永安路四段到临港路一段,320,1,45.0,2019-08-21 Wed 11:09:33,广都大道三段从永安路四段到临港路一段
锦华路二段,"103.986694,30.5674038","103.985458,30.5727654",从临港路四段到机场路常乐二段,101,1,30.0,2019-08-21 Wed 11:09:33,锦华路二段从临港路四段到机场路常乐二段
锦华路二段,"103.985405,30.5727558","103.986633,30.5673904",从机场路常乐二段到临港路四段,281,1,35.0,2019-08-21 Wed 11:09:33,锦华路二段从机场路常乐二段到临港路四段
临港路四段,"103.986633,30.5673904","103.992256,30.5683517",从锦华路一段到长江路一段,11,1,35.0,2019-08-21 Wed 11:09:33,临港路四段从锦华路一段到长江路一段
临港路四段,"103.992249,30.5684052",";103.98661,30.5674438",从长江路一段到锦华路一段,191,1,35.0,2019-08-21 Wed 11:09:33,临港路四段从长江路一段到锦华路一段
临港路五段,"103.992256,30.5683517","104.000282,30.5697556",从长江路一段到黄河中路二段,11,1,35.0,2019-08-21 Wed 11:09:33,临港路五段从长江路一段到黄河中路二段
临港路五段,"104.000282,30.5697556","103.992249,30.5684052",从黄河中路二段到长江路一段,191,1,30.0,2019-08-21 Wed 11:09:33,临港路五段从黄河中路二段到长江路一段
航枢一路,"103.956604,30.5553284",";103.98642,30.5504398",从临港路一段到文星大道,349,1,40.0,2019-08-21 Wed 11:09:33,航枢一路从临港路一段到文星大道
航枢一路,"103.986343,30.5505199","103.956619,30.5554085",从文星大道到临港路一段,169,1,40.0,2019-08-21 Wed 11:09:33,航枢一路从文星大道到临港路一段
临港路二段,"103.974922,30.5646133","103.963753,30.5623646",从西航港大道到机场迎宾大道,193,1,35.0,2019-08-21 Wed 11:09:33,临港路二段从西航港大道到机场迎宾大道
机场迎宾大道,"103.964424,30.5587521","103.967636,30.5709648",从大件路南段到机场东一路,77,1,35.0,2019-08-21 Wed 11:09:33,机场迎宾大道从大件路南段到机场东一路
机场迎宾大道,"103.967552,30.570982;",";103.96434,30.5587196",从机场东一路到大件路南段,257,1,35.0,2019-08-21 Wed 11:09:33,机场迎宾大道从机场东一路到大件路南段
文昌路,"104.005531,30.5762482","103.995964,30.5987339",从机场路土桥段到成双大道北段,110,1,30.0,2019-08-21 Wed 11:09:33,文昌路从机场路土桥段到成双大道北段
文昌路,"103.995964,30.5987339","104.002052,30.5867691",从成双大道北段到武侯大道文昌段,293,1,35.0,2019-08-21 Wed 11:09:33,文昌路从成双大道北段到武侯大道文昌段
武侯大道文昌段,"104.002098,30.5868969","103.987648,30.5990143",从文昌路到成双大道中段,135,1,40.0,2019-08-21 Wed 11:09:33,武侯大道文昌段从文昌路到成双大道中段
武侯大道文昌段,"103.987396,30.5990658","104.002205,30.5868053",从成双大道中段到文昌路,316,1,40.0,2019-08-21 Wed 11:09:33,武侯大道文昌段从成双大道中段到文昌路
机场东二路,"103.959648,30.5692177","103.965775,30.5670719",从机场南二路到机场迎宾大道,337,1,30.0,2019-08-21 Wed 11:09:33,机场东二路从机场南二路到机场迎宾大道
机场东二路,"103.965797,30.5671196","103.959625,30.5692844",从机场迎宾大道到机场南二路,157,1,30.0,2019-08-21 Wed 11:09:33,机场东二路从机场迎宾大道到机场南二路
机场南二路,"103.961136,30.5731506","103.959648,30.5692177",从机场东一路到机场东三路,251,1,35.0,2019-08-21 Wed 11:09:33,机场南二路从机场东一路到机场东三路
机场东一路,"103.967636,30.5709648","6;103.9589,30.5737858",从机场迎宾大道到机场北二路,159,1,35.0,2019-08-21 Wed 11:09:33,机场东一路从机场迎宾大道到机场北二路
星空路一段,"103.933159,30.5836048",";103.93499,30.5806808",从航鹰东路到藏卫路北一段,298,1,47.0,2019-08-21 Wed 11:09:33,星空路一段从航鹰东路到藏卫路北一段
七里大道,"103.971291,30.6049328",";103.974312,30.606329",从成双大道中段到草金路,28,1,25.0,2019-08-21 Wed 11:09:33,七里大道从成双大道中段到草金路
七里大道,"103.974281,30.6063919","103.971268,30.6049557",从草金路到成双大道中段,208,1,30.0,2019-08-21 Wed 11:09:33,七里大道从草金路到成双大道中段
星空路南三段,"103.927956,30.5978184",";103.92907,30.5907154",从茂源街到航都大街,277,1,30.0,2019-08-21 Wed 11:09:33,星空路南三段从茂源街到航都大街
龙井大道,"103.982918,30.6048717","103.989006,30.6045818",从货运大道到武侯大道铁佛段,356,1,35.0,2019-08-21 Wed 11:09:33,龙井大道从货运大道到武侯大道铁佛段
货运大道,"103.981888,30.609848;","103.981033,30.6009064",从七里路到成双大道中段,265,1,45.0,2019-08-21 Wed 11:09:33,货运大道从七里路到成双大道中段
智达二路,"103.98645,30.6046658;","103.985046,30.6112938",从金履二路到七里路,100,1,30.0,2019-08-21 Wed 11:09:33,智达二路从金履二路到七里路
七里路,"103.974312,30.606329;","103.987518,30.6123295",从草金路到武侯大道铁佛段,27,1,35.0,2019-08-21 Wed 11:09:33,七里路从草金路到武侯大道铁佛段
七里路,"103.987488,30.6124096","103.974281,30.6063919",从武侯大道铁佛段到草金路,207,1,35.0,2019-08-21 Wed 11:09:33,七里路从武侯大道铁佛段到草金路
金凤街,"103.972115,30.6053505","103.966347,30.6147861",从七里大道到武兴路,117,1,35.0,2019-08-21 Wed 11:09:33,金凤街从七里大道到武兴路
金凤街,"103.966347,30.6147861","103.972008,30.6053562",从武兴路到七里大道,297,1,35.0,2019-08-21 Wed 11:09:33,金凤街从武兴路到七里大道
草金路,"103.973953,30.6039238","103.968605,30.6157913",从成双大道中段到武兴路,111,1,25.0,2019-08-21 Wed 11:09:33,草金路从成双大道中段到武兴路
机场东三路,"103.964333,30.5639553","103.964264,30.5639782",机场迎宾大道附近,158,1,,2019-08-21 Wed 11:09:33,机场东三路机场迎宾大道附近
锦华路三段,"103.985458,30.5727654",";103.984222,30.578186",从机场高速到学府路一段,101,1,40.0,2019-08-21 Wed 11:09:33,锦华路三段从机场高速到学府路一段
锦华路三段,"103.984161,30.5781784","103.985405,30.5727558",从学府路一段到机场高速,281,1,30.0,2019-08-21 Wed 11:09:33,锦华路三段从学府路一段到机场高速
锦华路四段,"103.984222,30.578186;","103.982208,30.5827999",从学府路一段到凉井二路,110,1,30.0,2019-08-21 Wed 11:09:33,锦华路四段从学府路一段到凉井二路
锦华路四段,"103.982208,30.5827999","103.984161,30.5781784",从凉井二路到学府路一段,289,1,30.0,2019-08-21 Wed 11:09:33,锦华路四段从凉井二路到学府路一段
凉港路,"103.982216,30.5828133","103.976601,30.5897427",从凉井二路到簇马路二段,124,1,30.0,2019-08-21 Wed 11:09:33,凉港路从凉井二路到簇马路二段
凉港路,"103.97657,30.5897293;","103.982185,30.5827904",从簇马路二段到凉井二路,304,1,30.0,2019-08-21 Wed 11:09:33,凉港路从簇马路二段到凉井二路
新苗路,"103.986382,30.5922852",";103.98983,30.5954437",从新苗路西口到武侯大道文昌段,46,1,30.0,2019-08-21 Wed 11:09:33,新苗路从新苗路西口到武侯大道文昌段
新苗路,"103.989815,30.5954666","103.986366,30.5923061",从武侯大道文昌段到新苗路西口,226,1,20.0,2019-08-21 Wed 11:09:33,新苗路从武侯大道文昌段到新苗路西口
临港路,"103.944313,30.6076622","103.974808,30.5646439",从临港路北口到临港路三段,301,1,40.0,2019-08-21 Wed 11:09:33,临港路从临港路北口到临港路三段
簇马路,"103.966225,30.5835114","103.984276,30.5945206",从江安滨河南路到小学路,35,1,30.0,2019-08-21 Wed 11:09:33,簇马路从江安滨河南路到小学路
簇马路,"103.987823,30.5971508","103.966225,30.5835114",从武侯大道文昌段到江安滨河南路,216,1,30.0,2019-08-21 Wed 11:09:33,簇马路从武侯大道文昌段到江安滨河南路
新苗西街,"103.989952,30.595089;","103.992073,30.5987549",从武侯大道文昌段到成双大道中段,63,1,20.0,2019-08-21 Wed 11:09:33,新苗西街从武侯大道文昌段到成双大道中段
新苗西街,"103.992043,30.5987511","103.989937,30.5951118",从成双大道中段到武侯大道文昌段,243,1,25.0,2019-08-21 Wed 11:09:33,新苗西街从成双大道中段到武侯大道文昌段
簇锦南路,"103.993103,30.6034222","103.996758,30.5993061",从龙井西街到簇锦南路南口,307,1,25.0,2019-08-21 Wed 11:09:33,簇锦南路从龙井西街到簇锦南路南口
簇锦南路,"103.99678,30.5993195;","103.993126,30.6034355",从簇锦南路南口到龙井西街,127,1,25.0,2019-08-21 Wed 11:09:33,簇锦南路从簇锦南路南口到龙井西街
望锦路,"103.988098,30.6016407","103.990273,30.6015873",从武侯大道铁佛段到望锦中街,358,1,20.0,2019-08-21 Wed 11:09:33,望锦路从武侯大道铁佛段到望锦中街
望锦路,"103.990257,30.601614;","103.988098,30.6016712",从望锦中街到武侯大道铁佛段,178,1,20.0,2019-08-21 Wed 11:09:33,望锦路从望锦中街到武侯大道铁佛段
簇桥中街,"103.99614,30.600565;1","103.996323,30.6006622",从簇锦南路到福锦路二段,31,1,22.0,2019-08-21 Wed 11:09:33,簇桥中街从簇锦南路到福锦路二段
簇桥中街,"104.000893,30.603796;","103.996063,30.6003819",从福锦路二段到簇锦南路,219,1,25.0,2019-08-21 Wed 11:09:33,簇桥中街从福锦路二段到簇锦南路
龙井西街,"103.990273,30.6015873","103.993118,30.6034184",从望锦中街到簇锦北路,36,1,20.0,2019-08-21 Wed 11:09:33,龙井西街从望锦中街到簇锦北路
龙井西街,"103.993103,30.6034393",";103.990257,30.601614",从簇锦北路到望锦中街,216,1,20.0,2019-08-21 Wed 11:09:33,龙井西街从簇锦北路到望锦中街
龙井南路,"103.999031,30.6002846",";103.995148,30.604866",从簇桥后街到龙井中街,126,1,25.0,2019-08-21 Wed 11:09:33,龙井南路从簇桥后街到龙井中街
龙井南路,"103.998276,30.6018887","103.999008,30.6002712",从龙井中街到簇桥后街,291,1,30.0,2019-08-21 Wed 11:09:33,龙井南路从龙井中街到簇桥后街
龙井中街,"103.993118,30.6034184","103.997742,30.6069908",从簇锦南路到福锦路二段,41,1,20.0,2019-08-21 Wed 11:09:33,龙井中街从簇锦南路到福锦路二段
龙井中街,"103.997719,30.607008;","103.993103,30.6034393",从福锦路二段到簇锦南路,221,1,20.0,2019-08-21 Wed 11:09:33,龙井中街从福锦路二段到簇锦南路
龙井北路,"103.995163,30.6048756","103.991966,30.6089859",从龙井中街到百锦路,123,1,25.0,2019-08-21 Wed 11:09:33,龙井北路从龙井中街到百锦路
龙井北路,"103.991928,30.6089725",";103.99514,30.6048584",从百锦路到龙井中街,303,1,25.0,2019-08-21 Wed 11:09:33,龙井北路从百锦路到龙井中街
福锦路二段,"104.000893,30.603796;","103.994545,30.6102791",从簇桥上街到百锦路,130,1,30.0,2019-08-21 Wed 11:09:33,福锦路二段从簇桥上街到百锦路
福锦路二段,"103.994423,30.6102657",";104.000893,30.603796",从百锦路到簇桥上街,310,1,30.0,2019-08-21 Wed 11:09:33,福锦路二段从百锦路到簇桥上街
百锦路,"103.989403,30.6077518","103.994545,30.6102791",从簇锦北路到福锦路一段,29,1,35.0,2019-08-21 Wed 11:09:33,百锦路从簇锦北路到福锦路一段
百锦路,"103.994545,30.6102791","103.989403,30.6077518",从福锦路一段到簇锦北路,209,1,30.0,2019-08-21 Wed 11:09:33,百锦路从福锦路一段到簇锦北路
千龙路,"103.987518,30.6123295","103.990135,30.6141338",从武侯大道铁佛段到福锦路一段,38,1,30.0,2019-08-21 Wed 11:09:33,千龙路从武侯大道铁佛段到福锦路一段
千龙路,"103.990135,30.6141338","103.987488,30.6124096",从福锦路一段到武侯大道铁佛段,217,1,30.0,2019-08-21 Wed 11:09:33,千龙路从福锦路一段到武侯大道铁佛段
龙桥路北段,"103.942184,30.6037598","103.938721,30.6111431",从双楠大道北一段到文昌路,111,1,30.0,2019-08-21 Wed 11:09:33,龙桥路北段从双楠大道北一段到文昌路
长城路二段,"103.987183,30.5285206","103.990623,30.5506306",从双华路到川大路二段,82,1,35.0,2019-08-21 Wed 11:09:33,长城路二段从双华路到川大路二段
长城路二段,"103.990562,30.5506268","103.987114,30.5285549",从川大路二段到双华路,262,1,35.0,2019-08-21 Wed 11:09:33,长城路二段从川大路二段到双华路
广都大道四段,"103.93959,30.5493774;","103.935333,30.5525818",从大件路南段到临港路一段,138,1,46.0,2019-08-21 Wed 11:09:33,广都大道四段从大件路南段到临港路一段
广都大道四段,"103.935326,30.5524845","103.939545,30.5493603",从临港路一段到大件路南段,319,1,45.0,2019-08-21 Wed 11:09:33,广都大道四段从临港路一段到大件路南段
川大路三段,"103.990562,30.5506268","103.986343,30.5505199",从长城路二段到文星大道,181,1,30.0,2019-08-21 Wed 11:09:33,川大路三段从长城路二段到文星大道
川大路二段,"103.990578,30.5505466","104.010414,30.5574799",从长城路二段到黄河中路一段,22,1,40.0,2019-08-21 Wed 11:09:33,川大路二段从长城路二段到黄河中路一段
川大路二段,"104.010384,30.55756;1","103.990562,30.5506268",从黄河中路一段到长城路二段,202,1,35.0,2019-08-21 Wed 11:09:33,川大路二段从黄河中路一段到长城路二段
双黄路,"103.969246,30.3189507","104.007393,30.5190754",从双黄路南口到双华路六段,80,1,50.0,2019-08-21 Wed 11:09:33,双黄路从双黄路南口到双华路六段
双黄路,"104.007362,30.5190792",";103.969261,30.318924",从双华路六段到双黄路南口,260,1,45.0,2019-08-21 Wed 11:09:33,双黄路从双华路六段到双黄路南口
正公路,"103.99128,30.4601421;","104.015404,30.4497147",从双黄路到元华路,333,1,55.0,2019-08-21 Wed 11:09:33,正公路从双黄路到元华路
正公路,"104.046829,30.4504452","103.991287,30.4601917",从成仁路到双黄路,168,1,45.0,2019-08-21 Wed 11:09:33,正公路从成仁路到双黄路
１０５省道,"104.050346,30.7819252","104.050659,30.7805595",大丰镇立交桥附近,281,1,42.0,2019-08-21 Wed 11:09:34,１０５省道大丰镇立交桥附近
元丰路,"104.050484,30.7592525","104.063278,30.7587776",从１０５省道到天丰公路,357,1,35.0,2019-08-21 Wed 11:09:34,元丰路从１０５省道到天丰公路
元丰路,"104.063309,30.7588615","104.050484,30.7592525",从天丰公路到１０５省道,177,1,35.0,2019-08-21 Wed 11:09:34,元丰路从天丰公路到１０５省道
金芙蓉大道,"104.0168,30.7274361;1","104.123077,30.7847462",从盛发街到Ｇ４２０１成都绕城高速出入口,32,1,40.0,2019-08-21 Wed 11:09:34,金芙蓉大道从盛发街到Ｇ４２０１成都绕城高速出入口
金芙蓉大道,"104.122986,30.7847824","104.016731,30.7274933",从Ｇ４２０１成都绕城高速出入口到盛发街,212,1,40.0,2019-08-21 Wed 11:09:34,金芙蓉大道从Ｇ４２０１成都绕城高速出入口到盛发街
天丰公路,"104.063278,30.7587776","104.075699,30.7585201",从元丰路到北新干道,358,1,35.0,2019-08-21 Wed 11:09:34,天丰公路从元丰路到北新干道
天丰公路,"104.075699,30.758604;","104.063309,30.7588615",从北新干道到元丰路,178,1,30.0,2019-08-21 Wed 11:09:34,天丰公路从北新干道到元丰路
海霸王路,"104.009087,30.7433815","104.028145,30.7555065",从西华大道到犀安路,36,1,30.0,2019-08-21 Wed 11:09:34,海霸王路从西华大道到犀安路
海霸王路,"104.028122,30.7555294","104.009033,30.7434273",从犀安路到西华大道,216,1,30.0,2019-08-21 Wed 11:09:34,海霸王路从犀安路到西华大道
犀安路,"104.033775,30.7484398","103.986183,30.7552261",从阳光路到校园路,170,1,30.0,2019-08-21 Wed 11:09:34,犀安路从阳光路到校园路
福源路,"104.060692,30.712431;","104.058167,30.7146263",从蓉北商贸大道二段到九里堤东路,134,3,10.0,2019-08-21 Wed 11:09:34,福源路从蓉北商贸大道二段到九里堤东路
一环路北二段,"104.066208,30.685854;","104.073158,30.6858044",从五丁路到人民北路一段,359,3,5.0,2019-08-21 Wed 11:09:34,一环路北二段从五丁路到人民北路一段
西三环路五段,"104.011536,30.7034225","104.025124,30.7090569",从羊犀立交到金牛立交,25,2,25.0,2019-08-21 Wed 11:09:34,西三环路五段从羊犀立交到金牛立交
北三环路一段,"104.025124,30.7090569","104.037598,30.7180748",从金牛立交到交大立交,40,2,35.0,2019-08-21 Wed 11:09:34,北三环路一段从金牛立交到交大立交
茶店子东街,"104.02935,30.6962128;",";104.035431,30.692543",从健康巷到营门口路,324,2,25.0,2019-08-21 Wed 11:09:34,茶店子东街从健康巷到营门口路
金科北路,"104.009407,30.7233696",";104.003059,30.719902",从金泉路到创业大道,212,2,20.0,2019-08-21 Wed 11:09:34,金科北路从金泉路到创业大道
二环高架路,"104.058945,30.6946125","104.082405,30.6944809",从九里堤中路出入口到北站东二路,359,2,30.0,2019-08-21 Wed 11:09:34,二环高架路从九里堤中路出入口到北站东二路
二环高架路,"104.036407,30.6871548","104.021683,30.6601162",从营门口立交桥到清江中路,244,2,25.0,2019-08-21 Wed 11:09:34,二环高架路从营门口立交桥到清江中路
西体北路,"104.061508,30.6812897","104.059021,30.6859016",从西体路到一环路北二段,114,2,25.0,2019-08-21 Wed 11:09:34,西体北路从西体路到一环路北二段
九里堤中路,"104.055145,30.7042351","104.057312,30.6947422",从群星路到二环路北一段,281,2,20.0,2019-08-21 Wed 11:09:34,九里堤中路从群星路到二环路北一段
五块石路,"104.067024,30.712307;","104.065941,30.7053547",从五福桥东路到蓉北商贸大道一段,262,2,25.0,2019-08-21 Wed 11:09:34,五块石路从五福桥东路到蓉北商贸大道一段
沙湾东一路,"104.059265,30.6893291","104.051353,30.6880798",从沙湾东一路东口到沙湾路,190,2,15.0,2019-08-21 Wed 11:09:34,沙湾东一路从沙湾东一路东口到沙湾路
西三环路五段,"104.023697,30.7085857","104.009743,30.7030258",从金牛立交到羊犀立交,204,1,61.0,2019-08-21 Wed 11:09:34,西三环路五段从金牛立交到羊犀立交
北三环路一段,"104.037598,30.7180748","104.049744,30.7259827",从交大立交到成彭立交,37,1,55.0,2019-08-21 Wed 11:09:34,北三环路一段从交大立交到成彭立交
北三环路一段,"104.049934,30.7262135","104.023697,30.7085857",从成彭立交到金牛立交,218,1,65.0,2019-08-21 Wed 11:09:34,北三环路一段从成彭立交到金牛立交
２１３国道,"104.008476,30.7253284","104.020668,30.7066631",从金周路到金牛立交,299,1,40.0,2019-08-21 Wed 11:09:34,２１３国道从金周路到金牛立交
北三环路二段,"104.049744,30.7259827","104.079414,30.7223072",从成彭立交到凤凰立交,351,1,61.0,2019-08-21 Wed 11:09:34,北三环路二段从成彭立交到凤凰立交
北三环路二段,"104.076607,30.7233105","104.049934,30.7262135",从凤凰立交到成彭立交,172,1,60.0,2019-08-21 Wed 11:09:34,北三环路二段从凤凰立交到成彭立交
花牌坊街,"104.046722,30.6796703","104.044724,30.6819782",从西林巷到一环路北一段,126,1,30.0,2019-08-21 Wed 11:09:34,花牌坊街从西林巷到一环路北一段
花牌坊街,"104.044655,30.6818714","104.046638,30.6795826",从一环路北一段到西林巷,306,1,36.0,2019-08-21 Wed 11:09:34,花牌坊街从一环路北一段到西林巷
茶店子西街,"104.022331,30.7041378","104.025688,30.6991425",从金府路到茶店子横街,300,1,30.0,2019-08-21 Wed 11:09:34,茶店子西街从金府路到茶店子横街
营门口路,"104.044724,30.6819782","104.035927,30.6923294",从一环路北一段到金房苑西路,126,1,40.0,2019-08-21 Wed 11:09:34,营门口路从一环路北一段到金房苑西路
营门口路,"104.035431,30.692543;","104.044655,30.6818714",从金房苑西路到一环路北一段,306,1,35.0,2019-08-21 Wed 11:09:34,营门口路从金房苑西路到一环路北一段
茶店子正街,"104.025688,30.6991425",";104.02935,30.6962128",从茶店子横街到健康巷,317,1,41.0,2019-08-21 Wed 11:09:34,茶店子正街从茶店子横街到健康巷
茶店子路,"104.035927,30.6923294","104.022415,30.7042007",从金房苑西路到金府路,134,1,45.0,2019-08-21 Wed 11:09:34,茶店子路从金房苑西路到金府路
青羊大道,"104.008499,30.6520138","104.016602,30.6828213",从龙腾西路到同济街,77,1,40.0,2019-08-21 Wed 11:09:34,青羊大道从龙腾西路到同济街
青羊大道,"104.016457,30.6828976","104.008354,30.6519947",从同济街到龙腾西路,257,1,35.0,2019-08-21 Wed 11:09:34,青羊大道从同济街到龙腾西路
一环路西三段,"104.040619,30.6666622","104.044907,30.6819782",从十二桥路到营门口路,76,1,35.0,2019-08-21 Wed 11:09:34,一环路西三段从十二桥路到营门口路
一环路西三段,"104.044853,30.6820526","3;104.04055,30.666666",从营门口路到十二桥路,256,1,35.0,2019-08-21 Wed 11:09:34,一环路西三段从营门口路到十二桥路
金凤路,"104.004997,30.6735516","104.011803,30.6849957",从清江西路到金博路,62,1,35.0,2019-08-21 Wed 11:09:34,金凤路从清江西路到金博路
金凤路,"104.011719,30.6850395","104.004921,30.6735916",从金博路到清江西路,242,1,35.0,2019-08-21 Wed 11:09:34,金凤路从金博路到清江西路
马家花园路,"104.05584,30.6789474;","104.052284,30.6845684",从西体路到一环路北一段,118,1,35.0,2019-08-21 Wed 11:09:34,马家花园路从西体路到一环路北一段
马家花园路,"104.052284,30.6845684",";104.055794,30.678875",从一环路北一段到西体路,297,1,40.0,2019-08-21 Wed 11:09:34,马家花园路从一环路北一段到西体路
一环路北一段,"104.044907,30.6819782",";104.05909,30.6858349",从营门口路到西体北路,17,1,35.0,2019-08-21 Wed 11:09:34,一环路北一段从营门口路到西体北路
一环路北一段,"104.059021,30.6859016","104.044853,30.6820526",从西体北路到营门口路,197,1,40.0,2019-08-21 Wed 11:09:34,一环路北一段从西体北路到营门口路
沙湾路,"104.052284,30.6845684","104.049759,30.6944275",从一环路北一段到二环路北一段,102,1,30.0,2019-08-21 Wed 11:09:34,沙湾路从一环路北一段到二环路北一段
同盛路,"104.0149,30.6806793;1","104.019958,30.6791553",从青羊大道到双清北路,340,1,30.0,2019-08-21 Wed 11:09:34,同盛路从青羊大道到双清北路
同盛路,"104.020027,30.6792259","5;104.0149,30.6806793",从双清北路到青羊大道,161,1,30.0,2019-08-21 Wed 11:09:34,同盛路从双清北路到青羊大道
金沙遗址路,"104.001312,30.683773;","104.013458,30.6785374",从蜀辉路到青羊大道,333,1,35.0,2019-08-21 Wed 11:09:34,金沙遗址路从蜀辉路到青羊大道
金沙遗址路,"104.013458,30.6785374",";104.001366,30.683857",从青羊大道到蜀辉路,152,1,35.0,2019-08-21 Wed 11:09:34,金沙遗址路从青羊大道到蜀辉路
金瑞路,"104.009758,30.7072315",";104.007874,30.709898",从蜀跃路到迎宾大道,121,1,30.0,2019-08-21 Wed 11:09:34,金瑞路从蜀跃路到迎宾大道
迎宾大道,"104.000366,30.7070179","104.016571,30.7133904",从蜀西路到金牛大道,24,1,40.0,2019-08-21 Wed 11:09:34,迎宾大道从蜀西路到金牛大道
迎宾大道,"104.016571,30.7133904","104.000336,30.7070446",从金牛大道到蜀西路,204,1,35.0,2019-08-21 Wed 11:09:34,迎宾大道从金牛大道到蜀西路
金鑫大道,"104.03241,30.7173862;","104.010559,30.7423019",从交大立交到全兴路,127,1,35.0,2019-08-21 Wed 11:09:34,金鑫大道从交大立交到全兴路
金鑫大道,"104.010506,30.7422314","104.032341,30.7172756",从全兴路到交大立交,306,1,30.0,2019-08-21 Wed 11:09:34,金鑫大道从全兴路到交大立交
创业大道,"104.007874,30.709898;","104.001389,30.7231197",从迎宾大道到金周路,112,1,35.0,2019-08-21 Wed 11:09:34,创业大道从迎宾大道到金周路
创业大道,"104.001328,30.7231026","104.007698,30.7098274",从金周路到迎宾大道,292,1,35.0,2019-08-21 Wed 11:09:34,创业大道从金周路到迎宾大道
金科北路,"104.003128,30.7197685","104.009415,30.7233372",从创业大道到金泉路,33,1,30.0,2019-08-21 Wed 11:09:34,金科北路从创业大道到金泉路
同和路,"104.016602,30.6828213","104.020409,30.6885281",从同济街到蜀汉路,60,1,50.0,2019-08-21 Wed 11:09:34,同和路从同济街到蜀汉路
同和路,"104.020294,30.6886005","104.016457,30.6828976",从蜀汉路到同济街,239,1,47.0,2019-08-21 Wed 11:09:34,同和路从蜀汉路到同济街
黄忠路,"104.011803,30.6849957","104.015648,30.6915741",从金博路到蜀汉路,63,1,35.0,2019-08-21 Wed 11:09:34,黄忠路从金博路到蜀汉路
黄忠路,"104.015648,30.6915741","104.011719,30.6850395",从蜀汉路到金博路,242,1,35.0,2019-08-21 Wed 11:09:34,黄忠路从蜀汉路到金博路
黄苑街,"104.00145,30.6919651;","104.017715,30.6846924",从西三环路四段到同和路,332,1,35.0,2019-08-21 Wed 11:09:34,黄苑街从西三环路四段到同和路
黄苑街,"104.017731,30.6847191","104.001495,30.6920853",从同和路到西三环路四段,152,1,35.0,2019-08-21 Wed 11:09:34,黄苑街从同和路到西三环路四段
蜀汉路,"104.030563,30.6819725",";104.007484,30.700737",从二环路西二段到羊犀立交,136,1,35.0,2019-08-21 Wed 11:09:34,蜀汉路从二环路西二段到羊犀立交
蜀汉路,"104.007309,30.700552;","104.030525,30.6819324",从羊犀立交到二环路西二段,316,1,40.0,2019-08-21 Wed 11:09:34,蜀汉路从羊犀立交到二环路西二段
一品天下大街,"104.020409,30.6885281","104.031319,30.6963863",从蜀汉路到茶店子路,39,1,35.0,2019-08-21 Wed 11:09:34,一品天下大街从蜀汉路到茶店子路
一品天下大街,"104.031227,30.6964626","104.020294,30.6886005",从茶店子路到蜀汉路,219,1,35.0,2019-08-21 Wed 11:09:34,一品天下大街从茶店子路到蜀汉路
一品天下大街,"104.031456,30.6962585","104.043182,30.7034702",从茶店子路到交大路,35,1,40.0,2019-08-21 Wed 11:09:34,一品天下大街从茶店子路到交大路
一品天下大街,"104.043144,30.7036037","104.031128,30.6965504",从交大路到茶店子路,214,1,35.0,2019-08-21 Wed 11:09:34,一品天下大街从交大路到茶店子路
交大路,"104.049759,30.6944275",";104.03241,30.7173862",从二环路北一段到交大立交,123,1,35.0,2019-08-21 Wed 11:09:34,交大路从二环路北一段到交大立交
