name,start,end,dir,angle,status,speed,time,identifier
锦华路一段,"104.099312,30.6109829","104.098251,30.6222401",从晨辉路到北顺街,94,1,25.0,2019-08-21 Wed 11:09:37,锦华路一段从晨辉路到北顺街
锦华路一段,"104.09819,30.6222305;","104.099129,30.6109428",从北顺街到晨辉路,274,1,30.0,2019-08-21 Wed 11:09:37,锦华路一段从北顺街到晨辉路
菱窠路,"104.128799,30.6099682","104.119576,30.6201591",从锦绣大道到静康路,127,1,35.0,2019-08-21 Wed 11:09:37,菱窠路从锦绣大道到静康路
菱窠路,"104.119499,30.6201115","104.128731,30.6098709",从静康路到锦绣大道,307,1,30.0,2019-08-21 Wed 11:09:37,菱窠路从静康路到锦绣大道
金沙江路,"104.132835,30.6222229","104.140999,30.6191959",从锦绣大道到邛崃山路,336,1,40.0,2019-08-21 Wed 11:09:37,金沙江路从锦绣大道到邛崃山路
金沙江路,"104.141068,30.6192265","104.132866,30.6222763",从邛崃山路到锦绣大道,156,1,35.0,2019-08-21 Wed 11:09:37,金沙江路从邛崃山路到锦绣大道
静康路,"104.119537,30.6200275","104.123848,30.6218853",从菱窠路到上沙河铺街,26,1,36.0,2019-08-21 Wed 11:09:37,静康路从菱窠路到上沙河铺街
静康路,"104.123802,30.621973;","104.119499,30.6201115",从上沙河铺街到菱窠路,206,1,35.0,2019-08-21 Wed 11:09:37,静康路从上沙河铺街到菱窠路
邛崃山路,"104.148537,30.6377735","104.138611,30.6170578",从迎晖路到大观里,247,1,35.0,2019-08-21 Wed 11:09:37,邛崃山路从迎晖路到大观里
锦绣大道,"104.132957,30.6221733","104.139656,30.6367683",从金沙江路到迎晖路,68,1,50.0,2019-08-21 Wed 11:09:37,锦绣大道从金沙江路到迎晖路
锦绣大道,"104.139526,30.6367683","104.132835,30.6222229",从迎晖路到金沙江路,248,1,45.0,2019-08-21 Wed 11:09:37,锦绣大道从迎晖路到金沙江路
驿都大道,"104.107567,30.6209469","104.119537,30.6200275",从静居寺路到菱窠路,354,1,35.0,2019-08-21 Wed 11:09:37,驿都大道从静居寺路到菱窠路
驿都大道,"104.119499,30.6201115","104.107567,30.6209469",从菱窠路到静居寺路,175,1,35.0,2019-08-21 Wed 11:09:37,驿都大道从菱窠路到静居寺路
锦华路一段,"104.098251,30.6222401","104.097153,30.6235332",从北顺街到二环路东五段,126,1,59.0,2019-08-21 Wed 11:09:37,锦华路一段从北顺街到二环路东五段
锦华路一段,"104.097122,30.6234894",";104.09819,30.6222305",从二环路东五段到北顺街,306,1,57.0,2019-08-21 Wed 11:09:37,锦华路一段从二环路东五段到北顺街
静居寺路,"104.108749,30.6195774","104.099503,30.6266174",从萃锦东路到二环路东四段,138,1,35.0,2019-08-21 Wed 11:09:37,静居寺路从萃锦东路到二环路东四段
静居寺路,"104.099449,30.6265469","104.108673,30.6195374",从二环路东四段到萃锦东路,318,1,35.0,2019-08-21 Wed 11:09:37,静居寺路从二环路东四段到萃锦东路
三官堂街,"104.094841,30.6295643","104.097122,30.6234894",从龙舟路到二环路东五段,287,1,30.0,2019-08-21 Wed 11:09:37,三官堂街从龙舟路到二环路东五段
龙舟路,"104.094841,30.6295643","104.099449,30.6265469",从顺江路到二环路东四段,322,1,30.0,2019-08-21 Wed 11:09:37,龙舟路从顺江路到二环路东四段
龙舟路,"104.099503,30.6266174","104.094864,30.6296215",从二环路东四段到顺江路,143,1,30.0,2019-08-21 Wed 11:09:37,龙舟路从二环路东四段到顺江路
通盈街,"104.102951,30.632164;",";104.108231,30.629818",从二环路东四段到汇源南路,332,1,35.0,2019-08-21 Wed 11:09:37,通盈街从二环路东四段到汇源南路
通盈街,"104.108299,30.6298409","104.103058,30.6323547",从汇源南路到二环路东四段,150,1,35.0,2019-08-21 Wed 11:09:37,通盈街从汇源南路到二环路东四段
汇源南路,"104.108231,30.629818;",";104.112122,30.633707",从通盈街到东大路,49,1,51.0,2019-08-21 Wed 11:09:37,汇源南路从通盈街到东大路
汇源南路,"104.112061,30.6337605",";104.108231,30.629818",从东大路到通盈街,230,1,82.0,2019-08-21 Wed 11:09:37,汇源南路从东大路到通盈街
汇泉南路,"104.105011,30.6279736","104.109688,30.6361561",从牛沙路到东大路,63,1,35.0,2019-08-21 Wed 11:09:37,汇泉南路从牛沙路到东大路
汇泉南路,"104.10965,30.6361904;",";104.10498,30.6279869",从东大路到牛沙路,243,1,40.0,2019-08-21 Wed 11:09:37,汇泉南路从东大路到牛沙路
顺江路,"104.090042,30.6406174","104.094841,30.6295643",从一环路东五段到龙舟路,290,1,30.0,2019-08-21 Wed 11:09:37,顺江路从一环路东五段到龙舟路
林荫中街,"104.072906,30.6368217","104.076042,30.6363964",从旅游村街到新南路,351,1,35.0,2019-08-21 Wed 11:09:37,林荫中街从旅游村街到新南路
林荫中街,"104.076042,30.6363964","104.072922,30.6368942",从新南路到旅游村街,169,1,30.0,2019-08-21 Wed 11:09:37,林荫中街从新南路到旅游村街
汇泉北路,"104.109688,30.6361561",";104.11441,30.6412582",从东大路到双桂路,51,1,25.0,2019-08-21 Wed 11:09:37,汇泉北路从东大路到双桂路
汇泉北路,"104.114311,30.6412983",";104.10965,30.6361904",从双桂路到东大路,231,1,35.0,2019-08-21 Wed 11:09:37,汇泉北路从双桂路到东大路
双桂路,"104.110512,30.6431293","104.122185,30.6376266",从双桥子立交桥到迎晖路,331,1,55.0,2019-08-21 Wed 11:09:37,双桂路从双桥子立交桥到迎晖路
双桂路,"104.122208,30.6376934",";104.11058,30.6431732",从迎晖路到双桥子立交桥,151,1,55.0,2019-08-21 Wed 11:09:37,双桂路从迎晖路到双桥子立交桥
双成二路,"104.11441,30.6412582;","104.117722,30.6508884",从双桂路到双庆路,73,1,30.0,2019-08-21 Wed 11:09:37,双成二路从双桂路到双庆路
双成二路,"104.117661,30.6508884","104.114311,30.6412983",从双庆路到双桂路,253,1,30.0,2019-08-21 Wed 11:09:37,双成二路从双庆路到双桂路
水碾河路,"104.095901,30.6498852","104.110512,30.6431293",从一环路东四段到双桥子立交桥,331,1,40.0,2019-08-21 Wed 11:09:37,水碾河路从一环路东四段到双桥子立交桥
水碾河路,"104.11058,30.6431732;","104.095963,30.6499825",从双桥子立交桥到一环路东四段,151,1,35.0,2019-08-21 Wed 11:09:37,水碾河路从双桥子立交桥到一环路东四段
一环路东四段,"104.09346,30.6455688;","104.096344,30.6503735",从东大街牛王庙段到水碾河路,62,1,35.0,2019-08-21 Wed 11:09:37,一环路东四段从东大街牛王庙段到水碾河路
双华南路,"104.100441,30.6478176","104.102913,30.6517506",从水碾河路到双桥路,61,1,30.0,2019-08-21 Wed 11:09:37,双华南路从水碾河路到双桥路
双华南路,"104.102859,30.6517773","104.100441,30.6478176",从双桥路到水碾河路,242,1,30.0,2019-08-21 Wed 11:09:37,双华南路从双桥路到水碾河路
双桥路,"104.098419,30.6538715","104.112587,30.6472359",从一环路东三段到二环路东三段,331,1,25.0,2019-08-21 Wed 11:09:37,双桥路从一环路东三段到二环路东三段
双桥路,"104.112625,30.6472797","104.098419,30.6538715",从二环路东三段到一环路东三段,151,1,30.0,2019-08-21 Wed 11:09:37,双桥路从二环路东三段到一环路东三段
双华路,"104.102913,30.6517506","104.105171,30.6553059",从双桥路到双林路,61,1,30.0,2019-08-21 Wed 11:09:37,双华路从双桥路到双林路
双华路,"104.105118,30.6553326","104.102859,30.6517773",从双林路到双桥路,241,1,31.0,2019-08-21 Wed 11:09:37,双华路从双林路到双桥路
迎晖路,"104.122185,30.6376266","104.149796,30.6347904",从双桂路到成渝立交,353,1,45.0,2019-08-21 Wed 11:09:37,迎晖路从双桂路到成渝立交
迎晖路,"104.149895,30.6349373","104.122208,30.6376934",从成渝立交到双桂路,173,1,45.0,2019-08-21 Wed 11:09:37,迎晖路从成渝立交到双桂路
杨柳店北路,"104.139656,30.6367683","104.139389,30.6490002",从迎晖路到槐树店路,91,1,40.0,2019-08-21 Wed 11:09:37,杨柳店北路从迎晖路到槐树店路
杨柳店北路,"104.139351,30.6489868","104.139526,30.6367683",从槐树店路到迎晖路,270,1,45.0,2019-08-21 Wed 11:09:37,杨柳店北路从槐树店路到迎晖路
槐树店路,"104.126419,30.6508579","104.146851,30.6497822",从双庆路到成洛路,356,1,40.0,2019-08-21 Wed 11:09:37,槐树店路从双庆路到成洛路
槐树店路,"104.146851,30.6499023","104.126419,30.6508579",从成洛路到双庆路,176,1,40.0,2019-08-21 Wed 11:09:37,槐树店路从成洛路到双庆路
双庆路,"104.1147,30.6508217;1","104.126465,30.6507816",从二环路东三段到多宝寺南路,359,1,35.0,2019-08-21 Wed 11:09:37,双庆路从二环路东三段到多宝寺南路
双庆路,"104.126419,30.6508579","104.114723,30.6508942",从多宝寺南路到二环路东三段,179,1,40.0,2019-08-21 Wed 11:09:37,双庆路从多宝寺南路到二环路东三段
建材路北延线,"104.139389,30.6490002","104.133568,30.6619778",从槐树店路到崔家店路,111,1,50.0,2019-08-21 Wed 11:09:37,建材路北延线从槐树店路到崔家店路
建材路北延线,"104.133568,30.6619778","104.139351,30.6489868",从崔家店路到槐树店路,290,1,50.0,2019-08-21 Wed 11:09:37,建材路北延线从崔家店路到槐树店路
万年路,"104.114777,30.6524487","104.125778,30.6577911",从二环路东三段到跳蹬河北路,29,1,30.0,2019-08-21 Wed 11:09:37,万年路从二环路东三段到跳蹬河北路
万年路,"104.125725,30.6578808","104.114777,30.6525517",从跳蹬河北路到二环路东三段,209,1,30.0,2019-08-21 Wed 11:09:37,万年路从跳蹬河北路到二环路东三段
双林路,"104.094261,30.660284;","7;104.1147,30.6508217",从猛追湾街到二环路东三段,331,1,35.0,2019-08-21 Wed 11:09:37,双林路从猛追湾街到二环路东三段
双林路,"104.114723,30.6508942","104.094261,30.6603775",从二环路东三段到猛追湾街,151,1,35.0,2019-08-21 Wed 11:09:37,双林路从二环路东三段到猛追湾街
一环路东三段,"104.102348,30.6619244","104.096306,30.6504002",从新鸿路到水碾河路,245,1,35.0,2019-08-21 Wed 11:09:37,一环路东三段从新鸿路到水碾河路
一环路东三段,"104.096344,30.6503735","104.102448,30.6619244",从水碾河路到新鸿路,65,1,35.0,2019-08-21 Wed 11:09:37,一环路东三段从水碾河路到新鸿路
双林路,"104.092018,30.6613197",";104.094261,30.660284",从华星路到猛追湾街,331,1,31.0,2019-08-21 Wed 11:09:37,双林路从华星路到猛追湾街
双林路,"104.094261,30.6603775","104.092033,30.6614094",从猛追湾街到华星路,151,1,25.0,2019-08-21 Wed 11:09:37,双林路从猛追湾街到华星路
新鸿路,"104.095848,30.6621952","104.113579,30.6623688",从猛追湾街到二环路东二段,0,1,35.0,2019-08-21 Wed 11:09:37,新鸿路从猛追湾街到二环路东二段
新鸿路,"104.113556,30.6624451","104.095963,30.6622524",从二环路东二段到猛追湾街,180,1,35.0,2019-08-21 Wed 11:09:37,新鸿路从二环路东二段到猛追湾街
一环路东二段,"104.099991,30.6680317","104.102348,30.6619244",从建设路到新鸿路,288,1,30.0,2019-08-21 Wed 11:09:37,一环路东二段从建设路到新鸿路
一环路东二段,"104.102448,30.6619244","104.100075,30.6680851",从新鸿路到建设路,108,1,30.0,2019-08-21 Wed 11:09:37,一环路东二段从新鸿路到建设路
崔家店路,"104.125778,30.6577911","104.137207,30.6725769",从跳蹬河北路到二仙桥东路,56,1,40.0,2019-08-21 Wed 11:09:37,崔家店路从跳蹬河北路到二仙桥东路
崔家店路,"104.137207,30.6725769","104.125725,30.6578808",从二仙桥东路到跳蹬河北路,236,1,40.0,2019-08-21 Wed 11:09:37,崔家店路从二仙桥东路到跳蹬河北路
杉板桥路,"104.113579,30.6623688","104.137352,30.6726837",从二环路东二段到二仙桥东路,26,1,35.0,2019-08-21 Wed 11:09:37,杉板桥路从二环路东二段到二仙桥东路
杉板桥路,"104.137192,30.6728172","104.113556,30.6624451",从二仙桥东路到二环路东二段,207,1,30.0,2019-08-21 Wed 11:09:37,杉板桥路从二仙桥东路到二环路东二段
一环路南一段,"104.089996,30.6406841","104.076286,30.6338406",从滨江东路到新南路,210,1,35.0,2019-08-21 Wed 11:09:37,一环路南一段从滨江东路到新南路
一环路南一段,"104.076294,30.6337471","104.090042,30.6406174",从新南路到滨江东路,30,1,30.0,2019-08-21 Wed 11:09:37,一环路南一段从新南路到滨江东路
一环路东五段,"104.090042,30.6406174",";104.09346,30.6455688",从滨江东路到东大街牛王庙段,59,1,35.0,2019-08-21 Wed 11:09:37,一环路东五段从滨江东路到东大街牛王庙段
滨江东路,"104.075211,30.6462536","104.090172,30.6407776",从红星路四段到一环路东五段,336,1,35.0,2019-08-21 Wed 11:09:37,滨江东路从红星路四段到一环路东五段
滨江东路,"104.090187,30.6408043",";104.075218,30.646307",从一环路东五段到红星路四段,156,1,35.0,2019-08-21 Wed 11:09:37,滨江东路从一环路东五段到红星路四段
东大街城守东大街段,"104.075851,30.6535072",";104.078171,30.652422",从走马街到红星路四段,331,1,35.0,2019-08-21 Wed 11:09:37,东大街城守东大街段从走马街到红星路四段
东大街城守东大街段,"104.078232,30.6525059","104.075905,30.6535912",从红星路四段到走马街,151,1,25.0,2019-08-21 Wed 11:09:37,东大街城守东大街段从红星路四段到走马街
东风路,"104.087669,30.653738;","104.095901,30.6498852",从东安南路到一环路东四段,331,1,35.0,2019-08-21 Wed 11:09:37,东风路从东安南路到一环路东四段
东风路,"104.095963,30.6499825","104.087753,30.6538219",从一环路东四段到东安南路,151,1,40.0,2019-08-21 Wed 11:09:37,东风路从一环路东四段到东安南路
大慈寺路,"104.081253,30.6567326",";104.087669,30.653738",从红星路三段到东安南路,331,1,36.0,2019-08-21 Wed 11:09:37,大慈寺路从红星路三段到东安南路
大慈寺路,"104.087753,30.6538219","104.081299,30.6567993",从东安南路到红星路三段,151,1,35.0,2019-08-21 Wed 11:09:37,大慈寺路从东安南路到红星路三段
三槐树路,"104.085922,30.6641331","104.092018,30.6613197",从红星路一段到华星路,331,1,30.0,2019-08-21 Wed 11:09:37,三槐树路从红星路一段到华星路
三槐树路,"104.092033,30.6614094",";104.085953,30.664196",从华星路到红星路一段,151,1,35.0,2019-08-21 Wed 11:09:37,三槐树路从华星路到红星路一段
岳府街,"104.078835,30.6632214","104.083931,30.6607285",从暑袜北一街到红星路二段,330,1,30.0,2019-08-21 Wed 11:09:37,岳府街从暑袜北一街到红星路二段
岳府街,"104.082367,30.6615562",";104.07888,30.6632938",从双栅子街到暑袜北一街,149,1,30.0,2019-08-21 Wed 11:09:37,岳府街从双栅子街到暑袜北一街
太升南路,"104.074455,30.6599426","104.079269,30.6673508",从提督街到德盛路,60,1,25.0,2019-08-21 Wed 11:09:37,太升南路从提督街到德盛路
太升南路,"104.079269,30.6673508","104.077301,30.6644096",从德盛路到忠烈祠西街,240,1,31.0,2019-08-21 Wed 11:09:37,太升南路从德盛路到忠烈祠西街
忠烈祠东街,"104.077301,30.6644096","104.079079,30.6635818",从太升南路到冻青树街,331,1,25.0,2019-08-21 Wed 11:09:37,忠烈祠东街从太升南路到冻青树街
忠烈祠东街,"104.079109,30.6636353","104.077332,30.6644573",从冻青树街到太升南路,151,1,25.0,2019-08-21 Wed 11:09:37,忠烈祠东街从冻青树街到太升南路
白丝街,"104.073906,30.6659775","104.072426,30.6673069",从鼓楼北二街到锣锅巷,133,1,35.0,2019-08-21 Wed 11:09:37,白丝街从鼓楼北二街到锣锅巷
红星路一段,"104.085983,30.6639595","104.088928,30.6686802",从玉沙路到东城拐下街,61,1,45.0,2019-08-21 Wed 11:09:37,红星路一段从玉沙路到东城拐下街
红星路一段,"104.088905,30.6688442","104.085899,30.6640053",从东城拐下街到玉沙路,241,1,45.0,2019-08-21 Wed 11:09:37,红星路一段从东城拐下街到玉沙路
冻青树街,"104.078842,30.6632175","104.080009,30.6649914",从岳府街到康庄街,60,1,20.0,2019-08-21 Wed 11:09:37,冻青树街从岳府街到康庄街
冻青树街,"104.079979,30.6650047","104.078827,30.6632309",从康庄街到岳府街,240,1,26.0,2019-08-21 Wed 11:09:37,冻青树街从康庄街到岳府街
忠烈祠西街,"104.073875,30.6659336","104.077301,30.6644096",从鼓楼北二街到太升南路,332,1,30.0,2019-08-21 Wed 11:09:37,忠烈祠西街从鼓楼北二街到太升南路
忠烈祠西街,"104.077332,30.6644573","104.073906,30.6659775",从太升南路到鼓楼北二街,152,1,35.0,2019-08-21 Wed 11:09:37,忠烈祠西街从太升南路到鼓楼北二街
府青路一段,"104.088928,30.6686802","104.094887,30.6763554",从东城拐下街到府青路一环路立交桥,56,1,45.0,2019-08-21 Wed 11:09:37,府青路一段从东城拐下街到府青路一环路立交桥
府青路一段,"104.094589,30.6765823","104.089867,30.6703472",从府青路一环路立交桥到游乐场滨河路,236,1,40.0,2019-08-21 Wed 11:09:37,府青路一段从府青路一环路立交桥到游乐场滨河路
一环路东一段,"104.094887,30.6763554","104.099991,30.6680317",从府青路一环路立交桥到建设路,297,1,30.0,2019-08-21 Wed 11:09:37,一环路东一段从府青路一环路立交桥到建设路
一环路东一段,"104.100075,30.6680851","104.094887,30.6763554",从建设路到府青路一环路立交桥,118,1,30.0,2019-08-21 Wed 11:09:37,一环路东一段从建设路到府青路一环路立交桥
一环路北四段,"104.088875,30.6797066","104.094559,30.6768036",从三友路到府青路一环路立交桥,329,1,30.0,2019-08-21 Wed 11:09:37,一环路北四段从三友路到府青路一环路立交桥
一环路北四段,"104.094749,30.6770935","104.088928,30.6797829",从府青路一环路立交桥到三友路,151,1,30.0,2019-08-21 Wed 11:09:37,一环路北四段从府青路一环路立交桥到三友路
劼人路,"104.122452,30.6135826","104.127335,30.6196404",从劼人路南口到静明路,55,1,25.0,2019-08-21 Wed 11:09:37,劼人路从劼人路南口到静明路
劼人路,"104.127274,30.6196938","104.122429,30.6135998",从静明路到劼人路南口,235,1,35.0,2019-08-21 Wed 11:09:37,劼人路从静明路到劼人路南口
东三环路五段辅路,"104.152222,30.6356716","104.139343,30.6098881",从成渝立交到航天立交,246,1,40.0,2019-08-21 Wed 11:09:37,东三环路五段辅路从成渝立交到航天立交
东三环路五段辅路,"104.139877,30.6095695","104.152794,30.6354046",从航天立交到成渝立交,66,1,40.0,2019-08-21 Wed 11:09:37,东三环路五段辅路从航天立交到成渝立交
莲桂南路,"104.096306,30.6286221",";104.09919,30.6340275",从龙舟路到莲桂东路,65,1,30.0,2019-08-21 Wed 11:09:37,莲桂南路从龙舟路到莲桂东路
莲桂南路,"104.099167,30.6340351","104.096275,30.6286316",从莲桂东路到龙舟路,245,1,30.0,2019-08-21 Wed 11:09:37,莲桂南路从莲桂东路到龙舟路
高攀路,"104.080711,30.6081505","104.083672,30.6199818",从火车南站东路到二环路东五段,77,1,30.0,2019-08-21 Wed 11:09:37,高攀路从火车南站东路到二环路东五段
高攀路,"104.083641,30.6199875",";104.08065,30.6081696",从二环路东五段到火车南站东路,257,1,25.0,2019-08-21 Wed 11:09:37,高攀路从二环路东五段到火车南站东路
郭家桥正街,"104.083672,30.6199818","104.084305,30.6244183",从二环路东五段到望江路,82,1,35.0,2019-08-21 Wed 11:09:37,郭家桥正街从二环路东五段到望江路
郭家桥正街,"104.084267,30.6244259","104.083641,30.6199875",从望江路到二环路东五段,263,1,35.0,2019-08-21 Wed 11:09:37,郭家桥正街从望江路到二环路东五段
望江路,"104.08429,30.6244125;","104.088303,30.6401424",从郭家桥正街到丝管路,77,1,40.0,2019-08-21 Wed 11:09:37,望江路从郭家桥正街到丝管路
望江路,"104.088272,30.6401253","104.084267,30.6244316",从丝管路到郭家桥正街,257,1,35.0,2019-08-21 Wed 11:09:37,望江路从丝管路到郭家桥正街
棕南正街,"104.07457,30.6224937;","104.075119,30.6251907",从林荫广场到锦绣路,80,1,25.0,2019-08-21 Wed 11:09:37,棕南正街从林荫广场到锦绣路
棕南正街,"104.075096,30.6251907","104.074615,30.6204128",从锦绣路到二环路南二段,265,1,30.0,2019-08-21 Wed 11:09:37,棕南正街从锦绣路到二环路南二段
十二南街,"104.078613,30.6395206","104.079262,30.6410618",从新生路到龙江路,70,1,31.0,2019-08-21 Wed 11:09:37,十二南街从新生路到龙江路
十二南街,"104.079239,30.6410713","104.078575,30.6395111",从龙江路到新生路,249,1,25.0,2019-08-21 Wed 11:09:37,十二南街从龙江路到新生路
十七街,"104.075073,30.6442623",";104.073296,30.642746",从新南路到南台路,224,1,25.0,2019-08-21 Wed 11:09:37,十七街从新南路到南台路
莲桂东路,"104.099182,30.6340313",";104.102951,30.632164",从海椒市街到二环路东四段,330,1,30.0,2019-08-21 Wed 11:09:37,莲桂东路从海椒市街到二环路东四段
莲桂西路,"104.092644,30.6361732","104.099167,30.6340179",从顺江路到海椒市街,338,1,25.0,2019-08-21 Wed 11:09:37,莲桂西路从顺江路到海椒市街
莲桂西路,"104.099182,30.6340446","63;104.092628,30.6362",从海椒市街到顺江路,159,1,30.0,2019-08-21 Wed 11:09:37,莲桂西路从海椒市街到顺江路
汇源北路,"104.112122,30.633707;","104.117851,30.6398125",从东大路到双桂路,51,1,30.0,2019-08-21 Wed 11:09:37,汇源北路从东大路到双桂路
汇源北路,"104.117851,30.6398125","104.112061,30.6337605",从双桂路到东大路,230,1,40.0,2019-08-21 Wed 11:09:37,汇源北路从双桂路到东大路
海椒市街,"104.09919,30.6340218;","104.104065,30.6418171",从莲桂西路到大田坎街,61,1,25.0,2019-08-21 Wed 11:09:37,海椒市街从莲桂西路到大田坎街
海椒市街,"104.104034,30.6418304","104.099167,30.6340351",从大田坎街到莲桂西路,241,1,25.0,2019-08-21 Wed 11:09:37,海椒市街从大田坎街到莲桂西路
经华南路,"104.104065,30.6418171","104.106232,30.6453075",从大田坎街到水碾河路,61,1,25.0,2019-08-21 Wed 11:09:37,经华南路从大田坎街到水碾河路
经华南路,"104.106201,30.6453209","104.104034,30.6418304",从水碾河路到大田坎街,241,1,30.0,2019-08-21 Wed 11:09:37,经华南路从水碾河路到大田坎街
双福二路,"104.112587,30.6472359","104.120926,30.6433735",从二环路东三段到双福二路东口,331,1,30.0,2019-08-21 Wed 11:09:37,双福二路从二环路东三段到双福二路东口
双福二路,"104.120956,30.6434174","104.112625,30.6472797",从双福二路东口到二环路东三段,151,1,30.0,2019-08-21 Wed 11:09:37,双福二路从双福二路东口到二环路东三段
经华北路,"104.106232,30.6453075","104.108582,30.6490974",从水碾河路到双桥路,61,1,25.0,2019-08-21 Wed 11:09:37,经华北路从水碾河路到双桥路
经华北路,"104.108551,30.6491108","104.106201,30.6453209",从双桥路到水碾河路,241,1,30.0,2019-08-21 Wed 11:09:37,经华北路从双桥路到水碾河路
双林中横路,"104.108589,30.6491032","104.110809,30.6526852",从双桥路到双林路,61,1,30.0,2019-08-21 Wed 11:09:37,双林中横路从双桥路到双林路
双林中横路,"104.110771,30.6526928","104.108551,30.6491108",从双林路到双桥路,241,1,30.0,2019-08-21 Wed 11:09:37,双林中横路从双林路到双桥路
东风路北一巷,"104.09211,30.651783;1","104.094612,30.6556358",从东风路到玉双路,60,1,20.0,2019-08-21 Wed 11:09:37,东风路北一巷从东风路到玉双路
东风路北一巷,"104.094612,30.6556625","104.092072,30.6517963",从玉双路到东风路,240,1,30.0,2019-08-21 Wed 11:09:37,东风路北一巷从玉双路到东风路
双林北横路,"104.110809,30.6526852","104.110832,30.6571903",从双林路到双林北支路,89,1,30.0,2019-08-21 Wed 11:09:37,双林北横路从双林路到双林北支路
双林北横路,"104.110802,30.6571865","104.110771,30.6526928",从双林北支路到双林路,269,1,30.0,2019-08-21 Wed 11:09:37,双林北横路从双林北支路到双林路
玉双路,"104.091698,30.6569958","104.098419,30.6538582",从望平街到一环路东三段,331,1,25.0,2019-08-21 Wed 11:09:37,玉双路从望平街到一环路东三段
玉双路,"104.098427,30.6538849","104.091713,30.6570225",从一环路东三段到望平街,151,1,30.0,2019-08-21 Wed 11:09:37,玉双路从一环路东三段到望平街
双林北支路,"104.102455,30.6565018","104.114853,30.6568851",从双林路到二环路东三段,2,1,30.0,2019-08-21 Wed 11:09:37,双林北支路从双林路到二环路东三段
双林北支路,"104.114853,30.657383;","104.102417,30.6565151",从二环路东三段到双林路,184,1,30.0,2019-08-21 Wed 11:09:37,双林北支路从二环路东三段到双林路
东秀二路,"104.114853,30.6568851","104.121277,30.6592541",从二环路东三段到跳蹬河北路,23,1,30.0,2019-08-21 Wed 11:09:37,东秀二路从二环路东三段到跳蹬河北路
天祥街,"104.091713,30.6569996","104.094276,30.6602802",从玉双路到双林路,56,1,30.0,2019-08-21 Wed 11:09:37,天祥街从玉双路到双林路
天祥街,"104.094238,30.6602898","104.091698,30.6570187",从双林路到玉双路,236,1,20.0,2019-08-21 Wed 11:09:37,天祥街从双林路到玉双路
小龙桥路,"104.110832,30.6571903","104.110863,30.6616001",从双林北支路到新鸿路,89,1,25.0,2019-08-21 Wed 11:09:37,小龙桥路从双林北支路到新鸿路
小龙桥路,"104.110825,30.6616001","104.110802,30.6571865",从新鸿路到双林北支路,269,1,35.0,2019-08-21 Wed 11:09:37,小龙桥路从新鸿路到双林北支路
天涯石西街,"104.0867,30.6583157;1","104.087395,30.6579475",从四圣祠南街到天涯石北街,328,1,21.0,2019-08-21 Wed 11:09:37,天涯石西街从四圣祠南街到天涯石北街
天涯石西街,"104.08741,30.6579685;","104.086723,30.6583424",从天涯石北街到四圣祠南街,147,1,20.0,2019-08-21 Wed 11:09:37,天涯石西街从天涯石北街到四圣祠南街
四圣祠南街,"104.086731,30.6583195","104.087234,30.6591339",从天涯石西街到武成大街,61,1,20.0,2019-08-21 Wed 11:09:37,四圣祠南街从天涯石西街到武成大街
四圣祠南街,"104.087196,30.6591473","3;104.0867,30.6583328",从武成大街到天涯石西街,242,1,20.0,2019-08-21 Wed 11:09:37,四圣祠南街从武成大街到天涯石西街
武成大街,"104.083931,30.6607285","104.091705,30.6570091",从红星路二段到望平街,330,1,30.0,2019-08-21 Wed 11:09:37,武成大街从红星路二段到望平街
武成大街,"104.091705,30.6570091","104.085846,30.6598721",从望平街到惜字宫南街,150,1,31.0,2019-08-21 Wed 11:09:37,武成大街从望平街到惜字宫南街
惜字宫南街,"104.084999,30.6581421","104.085815,30.6598263",从书院西街到武成大街,67,1,25.0,2019-08-21 Wed 11:09:37,惜字宫南街从书院西街到武成大街
干槐树街,"104.083328,30.6597252","104.085228,30.6588802",从红星路二段到惜字宫南街,332,1,25.0,2019-08-21 Wed 11:09:37,干槐树街从红星路二段到惜字宫南街
干槐树街,"104.085243,30.6589069","104.083344,30.6597462",从惜字宫南街到红星路二段,152,1,25.0,2019-08-21 Wed 11:09:37,干槐树街从惜字宫南街到红星路二段
东安北路,"104.090729,30.657444;","104.092087,30.6613827",从武成大街到三槐树路,73,1,36.0,2019-08-21 Wed 11:09:37,东安北路从武成大街到三槐树路
东安北路,"104.092033,30.6614094",";104.090729,30.657444",从三槐树路到武成大街,254,1,30.0,2019-08-21 Wed 11:09:37,东安北路从三槐树路到武成大街
中道街,"104.08931,30.6582127;","104.088638,30.6615505",从武成大街到东较场街,99,1,25.0,2019-08-21 Wed 11:09:37,中道街从武成大街到东较场街
中道街,"104.088631,30.6615238",";104.089279,30.658226",从东较场街到武成大街,279,1,20.0,2019-08-21 Wed 11:09:37,中道街从东较场街到武成大街
布后街,"104.081703,30.6605206","104.083221,30.6597919",从双栅子街到红星路二段,330,1,20.0,2019-08-21 Wed 11:09:37,布后街从双栅子街到红星路二段
四圣祠北街,"104.087234,30.6591339","104.088646,30.6615295",从武成大街到中道街,63,1,20.0,2019-08-21 Wed 11:09:37,四圣祠北街从武成大街到中道街
新鸿南路,"104.106064,30.6575508","104.106277,30.6618176",从双林北支路到新鸿路,87,1,30.0,2019-08-21 Wed 11:09:37,新鸿南路从双林北支路到新鸿路
