,road_name
3215,蜀西环街
3216,石人东路
3217,蜀兴中街
3218,双瑞二路
3219,尚石路
3220,三渡水大桥
3221,诗香路
3222,释迦桥下街
3223,释迦桥上街
3224,尚华路
3225,沙西线
3226,尚丰路
3227,三羊大道
3228,上兴街
3229,水乡路
3230,什彭路
3231,双荆路
3232,双水碾街
3233,蜀汉路
3234,驷马桥路
3235,石油路
3236,驷马桥街
3237,顺城大街
3238,石灰街
3239,驷马桥
3240,蜀龙路
3241,圣谕亭巷
3242,三西路
3243,食品大道
3244,圣灯街
3245,十里大道
3246,什新路
3247,通祠路
3248,体育场路
3249,天府中路
3250,天府东路
3251,同和路
3252,沱江路
3253,天平桥
3254,太丛路
3255,同德街
3256,同发街
3257,同达路
3258,同达街
3259,天和街
3260,同策路
3261,唐安路
3262,天民路
3263,通平正街
3264,天胜路
3265,天裕路
3266,天府西路
3267,太极街
3268,踏水桥南路
3269,踏水桥北路
3270,天府东路
3271,太极立交桥
3272,天府街中段
3273,潼新路
3274,同兴东路
3275,天宝中街
3276,同兴西路
3277,天乡后街
3278,泰康东路
3279,团结渠路
3280,天宝西街
3281,天府街西段
3282,天朗路
3283,同诚路
3284,腾飞大道
3285,天成寺路
3286,天龙路
3287,通柳街
3288,团结正街
3289,通柳中街
3290,通柳北街
3291,田坝东街
3292,通柳南街
3293,天勤路
3294,天健路
3295,泰山一巷
3296,泰山三巷
3297,泰山大道
3298,通港路
3299,天盛路
3300,天源路
3301,天映路
3302,天勤西街
3303,天勤东街
3304,天府大道
3305,天仙桥滨河路
3306,通源街西
3307,天府南路
3308,天府东路
3309,太阳岛路
3310,天星街
3311,同心大道
3312,同旺路
3313,天宝街
3314,棠中路
3315,棠湖南路
3316,唐安西路
3317,唐兴东街
3318,通祠路
3319,提督街
3320,天仙桥南路
3321,太平园西路
3322,体院路
3323,太升南路
3324,天涯石北街
3325,太平园西路一段
3326,桐梓林路
3327,天晖北街
3328,天晖路
3329,天晖中街
3330,天晖南街
3331,天仁南街
3332,天顺北街
3333,桐梓林东路
3334,桐梓林南路
3335,镋钯街
3336,太平寺西路
3337,天长路
3338,天环街
3339,天久北巷
3340,天顺南街
3341,天乐街
3342,天仙桥北路
3343,跳蹬河北路
3344,塘坎街
3345,太平寺路
3346,天仁北一街
3347,天和西三街
3348,天和西二街
3349,天仁路
3350,天仁北二街
3351,天和东街
3352,桐梓林中路
3353,天益街
3354,天祥街
3355,童子街
3356,泰和二街
3357,天祥滨河路
3358,太平横街
3359,太平寺东路
3360,桐梓林北路
3361,桐叶路
3362,天久南巷
3363,泰和一街
3364,天顺路
3365,天久北街
3366,天顺中街
3367,天久街
3368,天久南街
3369,天韵路
3370,天益南巷
3371,太平南新街
3372,天益北巷
3373,天涯石东街
3374,太平园东四街
3375,太平园东五街
3376,太平园横街
3377,太平园东三街
3378,太平园中六路
3379,太平园东二路
3380,通宝街东
3381,通宝街西
3382,太平园横一街
3383,太平园横二街
3384,桐凤路
3385,通源街东
3386,桐喜街
3387,太平园路
3388,天涯石南街
3389,天涯石西街
3390,通惠门路
3391,天清路
3392,跳蹬河南路
3393,头福街
3394,铜丝街
3395,通顺桥街
3396,桃华街
3397,桃洪路
3398,桐麻桥
3399,天裕街
3400,天回下街
3401,天龙桥街
3402,天回海滨桥
3403,通江横街
3404,天柏路
3405,天班路
3406,土地街
3407,天回上街
3408,天龙桥西街
3409,天海路
3410,天缘路
3411,天香西路
3412,同仁堂路
3413,泰南街
3414,泰兴街
3415,天星街
3416,同心北路
3417,同心中路
3418,同心南路
3419,屯军街
3420,同济大道
3421,同心大道
3422,同旺路
3423,同福东路
3424,泰吉街
3425,泰吉横街
3426,天灯街
3427,踏水桥北路
3428,天乡路二段
3429,天辰路
3430,土龙路
3431,太极立交桥
3432,腾飞七路
3433,腾飞六路
3434,通关路
3435,棠湖北路
3436,腾飞八路
3437,腾飞九路
3438,腾飞十路
3439,腾飞十一路
3440,腾飞十二路
3441,通达东路二段
3442,天竺下街
3443,体育场西路
3444,体育场东路
3445,通这东路一段
3446,唐兴西街
3447,唐安西路
3448,唐安东路
3449,唐安西路北二巷
3450,唐安路北四巷
3451,唐兴中街
3452,天庆南街
3453,天庆北街
3454,唐兴东街
3455,铁佛工业区二路
3456,铁佛工业区一路
3457,统力大道
3458,铁佛工业区三路
3459,土龙路
3460,铁佛路
3461,铁佛东路
3462,铁佛西路
3463,天府大道
3464,天府一街
3465,天府二街
3466,天府四街
3467,天华一路
3468,天化街
3469,通济桥街
3470,天华二路
3471,天府三街
3472,通济巷
3473,通济桥下街
3474,天鹅西湖南路
3475,天生路
3476,铜江中路
3477,铜江南路
3478,天茂路
3479,天井路
3480,铜江北路
3481,潭河街
3482,天庆街
3483,土塘路
3484,塔子街
3485,太升巷上段
3486,太升东街
3487,太升西街
3488,铁溪桥街
3489,天祥巷
3490,天兴大道
3491,太中东街
3492,太升巷下段
3493,太康东路
3494,太康西路
3495,通达东路三段
3496,天福街
3497,通达东路五段
3498,通敬路
3499,通胜街
3500,听江街
3501,通河街
3502,棠湖南路
3503,塔桥路
3504,棠湖西路
3505,棠湖东路
3506,棠中路
3507,腾飞一路
3508,腾飞三路
3509,腾飞四路
3510,腾飞五路
3511,天全路
3512,桃花新路
3513,踏景路
3514,桃花新居横街
3515,天香街
3516,唐太路
3517,天乙街
3518,太东巷
3519,泰和巷
3520,通锦路
3521,唐宝路
3522,体育场东街
3523,泰安北路
3524,天府南路
3525,天府中路
3526,体育场西街
3527,太平路北街
3528,泰兴大道
3529,太白街
3530,天林路
3531,太阳岛路
3532,桐麻坎街
3533,泰宏街
3534,桃蹊路
3535,泰宏路
3536,太升北路
3537,铁箍井街
3538,踏水桥北街
3539,通锦桥路
3540,同怡横街
3541,同怡路
3542,同济街
3543,同兴南街
3544,同悦路
3545,同善桥南街
3546,同善横街
3547,同友路
3548,同善街
3549,筒车巷
3550,踏水桥西街
3551,桃林街
3552,同善桥东街
3553,太升桥
3554,天成街
3555,同育街
3556,天民路
3557,天乡路二段
3558,天乡路一段
3559,天府西路
3560,潼新路
3561,团结渠路
3562,天勤路
3563,天宇路
3564,天健路
3565,唐玉路
3566,唐太路
3567,泰兴大道
3568,天班路
3569,天柏路
3570,同仁堂路
3571,泰龙路
3572,唐军路
3573,五津西路
3574,五津东路
3575,五津北路
3576,武侯大道
3577,武兴路
3578,武科东四路
3579,武阳大道
3580,文翁路
3581,武侯祠大街
3582,万科路
3583,万科北街
3584,万科南街
3585,万养路
3586,文锦路
3587,五洞桥路
3588,五一支路
3589,文武路
3590,万春东路
3591,文府苑路
3592,万春大道
3593,维新路
3594,维新中街
3595,温郫大道
3596,五福路
3597,围城南路
3598,文家大道
3599,文兴西路
3600,文兴南路
3601,文兴东路
3602,文兴北路
3603,文乐三路
3604,文乐二路
3605,五洲路
3606,乌龙沟街
3607,望丛中路
3608,王府商业街
3609,望学巷
3610,五星街
3611,五龙东路
3612,武侯大道
3613,武阳大道
3614,文盛路
3615,万年场横街
3616,文博路
3617,维舟路
3618,文翁路
3619,五桂桥北路
3620,万象路
3621,渭水大道
3622,文南路
3623,吴店街
3624,湾河西街
3625,物化西路
3626,武侯大道
3627,武兴路
3628,文庙后街
3629,文庙前街
3630,武侯祠大街
3631,望仙场街
3632,望平滨河路
3633,望福街
3634,维信街
3635,五桂路
3636,武成大街
3637,五桂桥
3638,文庙前街
3639,望仙桥
3640,武阳大道
3641,文翁路
3642,王家坝街
3643,五桂桥北路
3644,武侯祠大街
3645,文庙后街
3646,卧龙巷
3647,武侯祠横街
3648,五通桥
3649,围机路
3650,万象北路
3651,文昌四路
3652,万兴街
3653,武成门桥
3654,五冶路
3655,无名巷
3656,武侯祠东街
3657,五福桥
3658,五世同堂街
3659,五桂北路
3660,五星中路
3661,五块石西路
3662,文卫街三巷
3663,文化二街
3664,文化街一巷
3665,文化横街
3666,文卫街二巷
3667,文卫街一巷
3668,万源大道
3669,万新路
3670,五公路
3671,渭水大道
3672,万石路
3673,瓦店路
3674,五桂立交
3675,五龙山路
3676,文家二巷
3677,文昌中街
3678,威凤北巷
3679,万吉巷
3680,物流大道东段
3681,温泉大道
3682,王泗立交桥
3683,文家场立交
3684,五洞桥北街
3685,五洞桥北街二段
3686,围城北路东段
3687,围城北路中段
3688,围城北路西段
3689,五福街
3690,五斗街
3691,晚晴街
3692,物化西路
3693,物华东路
3694,温泉大道
3695,万年街
3696,万盛路
3697,望锦东街
3698,望锦横街
3699,望锦路
3700,望锦中街
3701,望锦西街
3702,万家东干道
3703,万柳路
3704,武侯大道
3705,万安正街
3706,武青东三路
3707,武科东三路
3708,武科东二路
3709,武兴二路
3710,武青南路
3711,武兴三路
3712,武兴街
3713,武科东四路
3714,王何大道
3715,武科东一路
3716,武青西一路
3717,武青西三路
3718,武青西二路
3719,武青北路
3720,武青东二路
3721,武青东四路
3722,武青东五路
3723,武兴一路
3724,万九路
3725,武科西二路
3726,万华街
3727,武青东一路
3728,武科西三路
3729,武科西四路
3730,武兴四路
3731,乌江路
3732,万白路
3733,万寿三路
3734,万寿桥路
3735,万寿桥南路
3736,万培蔡路
3737,武兴五路
3738,武科西一路
3739,武青西四路
3740,万寿一路
3741,万寿四路
3742,武科东五路
3743,万象南路
3744,文昌东路
3745,文明巷
3746,文景街
3747,卧龙街
3748,蔚蓝路
3749,文明西街
3750,文明东街
3751,望福路
3752,围城西路
3753,围镇路
3754,文君街
3755,王府井街
3756,文水路
3757,文虹路
3758,武阳南路
3759,五津东路
3760,五津南路
3761,五津北路
3762,五津西路
3763,文井街
3764,文井西街
3765,文井西巷
3766,吴店街
3767,万和街
3768,王家场下街
3769,王家场上街
3770,湾河西街
3771,湾河东街
3772,维新街
3773,湾河街
3774,维新东街
3775,温泉南街
3776,五龙东路
3777,武童路
3778,围城南路中段
3779,围城南路西段
3780,围城南路东段
3781,文锦街
3782,王黄路
3783,望平街
3784,吴家坝南街
3785,文星大道
3786,文星正街
3787,吴家坝北街
3788,文昌西路
3789,五洞桥南路
3790,吴家坝中街
3791,望东路
3792,万寿西街
3793,五桂桥街
3794,五龙村道
3795,文荟路
3796,万家北街东段
3797,万护路
3798,问道东路
3799,问道西路
3800,文斌路
3801,万年中街
3802,万年东街
3803,王贾大道
3804,王贾路
3805,五块石路
3806,五里墩支路
3807,五里墩中街
3808,文德路
3809,文家巷
3810,万担仓路
3811,文殊院巷
3812,外曹家巷
3813,王家塘街
3814,五丁路
3815,王家塘巷
3816,五里墩横街
3817,文家后巷
3818,五里墩东路
3819,文德巷
3820,五里墩路
3821,王贾西街
3822,五福桥东路
3823,五丁街
3824,五岳宫街
3825,文殊院街
3826,旺泉街
3827,维新路
3828,万福街
3829,望丛西路
3830,望丛中路
3831,望丛东路
3832,文斌路
3833,王贾路
3834,旺泉街
3835,物流大道
3836,物流大道东段
3837,星光东路
3838,西御街
3839,洗面桥街
3840,新光华街
3841,新南路
3842,新都大道
3843,西拱路
3844,小凤街
3845,兴荣路
3846,兴裕街
3847,西凤街
3848,学府北路
3849,行署路
3850,新航路
3851,新文路
3852,新力路
3853,兴业南街
3854,新创街
3855,兴科中路
3856,西区大道
3857,犀池东四巷
3858,兴业步行街
3859,兴盛西路
3860,西源大道
3861,兴科路
3862,兴科北路
3863,兴科南路
3864,兴德街
3865,犀池六街
3866,徐独路
3867,犀池四街
3868,犀池三街
3869,犀池二街
3870,新蒲路
3871,西航港大道
3872,西岭大道
3873,鞋都南三路
3874,小天竺街
3875,西御街
3876,下正街
3877,西龙须巷
3878,新诗小径
3879,校南路
3880,犀湖街
3881,乡农市街
3882,西安北路三巷
3883,洗面桥街
3884,下南大街
3885,幸福路西段
3886,行知路
3887,西河大道
3888,香樟大道
3889,X057-桂竹路
3890,XN06-万安街
3891,XN17-玉沿路
3892,XA13-老彭郫路
3893,绣城南路
3894,西河东路
3895,西北桥东街
3896,新华大道
3897,新犀路
3898,XA37-新崇路
3899,新力路
3900,XA53-广金路
3901,西成路
3902,新蒲路
3903,XA05-寿高路
3904,X073-沙坝正街
3905,XN23-北街
3906,XN23-道火路
3907,XN50-籍黄路
3908,X062-华彭路
3909,XN25-土平路
3910,XN31
3911,XN22
3912,XN3951-新普路
3913,新普路
3914,XA27-大黄路
3915,XA2751-宝峰路
3916,XN21-邛水路
3917,西郊路上段
3918,西郊路下段
3919,XN38-安出路
3920,XN34
3921,XN31-新唐场大桥
3922,XN22-东街
3923,XN22-兴义街
3924,XA075-大新路
3925,兴园6路
3926,XA091-三新路
3927,XA3851-希望路
3928,XA3851-新沙路
3929,XN4051-花普路
3930,西航港大道
3931,XN37-大双路
3932,XA26
3933,XN33-晋新路
3934,显明顺业路
3935,XN32
3936,XA120-双怀路
3937,X308-三安路
3938,X418-听崇路
3939,X309-三新路
3940,XA28-温黄路
3941,XA120-交通路
3942,西安路四段
3943,XN30
3944,X326-街安路
3945,向荣路
3946,X418-唐兴东街
3947,X418-唐兴西街
3948,X418-唐兴中街
3949,X058-金乐路
3950,新华大道
3951,下同仁路
3952,新鸿南二巷
3953,新鸿南路
3954,小龙桥路
3955,小科甲巷
3956,学苑巷
3957,兴蓉北街
3958,小天南街
3959,兴蓉街
3960,肖家河北街
3961,肖家河中街
3962,肖家河巷
3963,肖家河环一巷
3964,肖家河西二巷
3965,肖家河沿街
3966,小天中街
3967,小天西街
3968,兴蓉南街
3969,新园南二路
3970,下南大街
3971,新园南一路
3972,校东路
3973,肖家河环三巷
3974,肖家河环二巷
3975,肖家河西一巷
3976,小天西巷
3977,新义东街
3978,新园南三路
3979,新鸿南一巷
3980,洗面桥东二街
3981,新乐南街
3982,新园南四路
3983,小天竺街
3984,肖家河东四巷
3985,兴蓉东街
3986,新雅横街
3987,新雅中街
3988,新雅正街
3989,新义西街
3990,新乐北巷
3991,新乐中街
3992,香巷子
3993,肖家河街
3994,肖家河东二巷
3995,肖家河东三巷
3996,下莲池街
3997,小天北街
3998,西安南路
3999,惜字宫南街
4000,西安中路一巷
4001,下汪家拐街
4002,肖家河沿巷
4003,洗面桥街
4004,祥和里
4005,新乐北街
4006,斜阳路
4007,星耀路
4008,洗瓦堰路
4009,西御河沿街
4010,小天东街
4011,新光路
4012,新希望路
4013,兴安桥
4014,新九眼桥
4015,新雅东街
4016,秀川路
4017,肖家河东一巷
4018,新光华街
4019,西胜街
4020,西沟头巷
4021,洗面桥东一街
4022,洗面桥横街
4023,西丁字街
4024,洗面桥巷
4025,新桂村四五街
4026,兴蓉路
4027,新鸿北支路
4028,星狮路
4029,兴蓉西巷
4030,西门子路
4031,新桂巷
4032,下沙河铺街
4033,喜树街
4034,西江西路
4035,西河大道
4036,西江东路
4037,西府南街
4038,星辉东滨河路
4039,西安北路三巷
4040,欣然二街
4041,西林巷
4042,肖家村三巷
4043,信息园西路
4044,西安北路二巷
4045,下涧漕路
4046,新木路
4047,新龙石路
4048,现代大道
4049,喜安街
4050,兴川路
4051,新犀路
4052,喜安西街
4053,晓初滨河路
4054,先驱大道
4055,兴顺东路
4056,XN14-竹韵大道
4057,兴城大道
4058,新都工业大道东段
4059,香城北路
4060,新泰西路
4061,新加坡商业街
4062,学院路西段
4063,新都大道
4064,新都工业大道西段
4065,新都绿道
4066,新园路四巷
4067,新园路三巷
4068,新园路二巷
4069,新园路一巷
4070,学院路东段
4071,兴乐北路
4072,兴乐南路
4073,新工大道
4074,香城大道
4075,向海路
4076,下石桥街
4077,新泰东路
4078,祥福中街
4079,祥福南街
4080,祥福西街
4081,祥福北街
4082,祥福东街
4083,新九路
4084,新河西街
4085,新河东街
4086,新崇路
4087,新冠大道
4088,XA21
4089,夏家巷
4090,香都大道
4091,馨苑巷
4092,X051-同福路
4093,下横街
4094,秀阳街
4095,幸福横路
4096,XN13-利清路
4097,XN13-清渔街
4098,西芯大道
4099,新川路
4100,新文路
4101,犀浦镇立交桥
4102,新鸿路
4103,星空路
4104,斜源街
4105,西濠沟街北段
4106,西门巷
4107,下潘家坝街
4108,西岭大道
4109,X326-街安路
4110,西桥路
4111,西前街
4112,西江桥
4113,兴体街
4114,新苗西街
4115,鞋都南二路
4116,新苗街
4117,新红阳路
4118,鑫绿路
4119,鞋都南三路
4120,鞋都南路
4121,新苗东街
4122,馨园路
4123,西岭路
4124,鞋都南一路
4125,鞋都南四路
4126,新智一路
4127,鞋都北三路
4128,星桃街
4129,新大中路
4130,兴隆正街
4131,新码头南街
4132,新码头东街
4133,新码头北街
4134,新万路
4135,西驸街
4136,熊家桥路
4137,新希望大道
4138,协和上街
4139,西航港新街
4140,新民西街
4141,新园大道
4142,西航港正街
4143,星灿路
4144,新民东街
4145,新成仁路
4146,协和下街
4147,星光西路
4148,兴源下街
4149,星光中路
4150,兴源中街
4151,兴业大道
4152,兴源上街
4153,新兴镇正街
4154,新富街
4155,幸福路西段
4156,新驿北街
4157,新驿南街
4158,旭东街
4159,兴茂东街
4160,星光东路
4161,香槟路
4162,香榭休闲街
4163,兴虹街
4164,西南街
4165,西影街
4166,辛街
4167,寻古街
4168,XA05-寿高路
4169,祥瑞街
4170,兴旺街
4171,兴欣街
4172,西较场口
4173,新牌坊街
4174,新果街
4175,炫夜街
4176,西仓街
4177,兴化6路
4178,徐家渡桥
4179,兴化4路
4180,兴化2路
4181,兴化7路
4182,兴化8路
4183,兴化11路
4184,兴化9路
4185,兴化10路
4186,新普路
4187,硝矿东街
4188,硝矿北街
4189,硝矿南街
4190,西郊路上段
4191,兴福街
4192,兴园8路
4193,兴园6路
4194,希望西路
4195,兴园9路
4196,兴园7路
4197,兴园2路
4198,兴园5路
4199,歇马店街
4200,歇马店北街
4201,兴园3路
4202,希望东路
4203,兴园10路
4204,兴园11路
4205,XN48-华板路
4206,学源路
4207,西航港大道
4208,歇马街
4209,西濠沟街南段
4210,兴业四路
4211,兴业五路
4212,兴业六路
4213,兴业七路
4214,兴业八路
4215,显明顺业路
4216,兴业三路
4217,新欣街
4218,新楠路
4219,新安七社路
4220,新康街
4221,学府西路西一街
4222,兴业二街
4223,幸福路北一段
4224,犀方路
4225,兴业北街
4226,犀湖街
4227,犀安路
4228,香花街
4229,XN20-青城山路
4230,徐兴路
4231,星河二街
4232,星火一街
4233,新发南路
4234,胥家上街
4235,新发北路
4236,翔凤路
4237,翔和路
4238,校前路
4239,胥家下街
4240,祥瑞路
4241,兴贤路
4242,星兴大道
4243,新余路
4244,绣城北路
4245,西北市街
4246,香溢街
4247,西海南街
4248,显圣街
4249,西南市街
4250,新民东一巷
4251,新一路
4252,新康西路
4253,新余街
4254,新余北街
4255,许家巷
4256,星火巷
4257,西河东路
4258,西海东街
4259,协合大道
4260,绣城南路
4261,香榭丽舍
4262,香雪海路
4263,祥龙路
4264,香樟街
4265,兴堰路
4266,兴府街
4267,厦门桥
4268,星辰西一街
4269,星辰一巷
4270,星辰西二街
4271,星月东街
4272,小市巷
4273,星河街
4274,秀苑桥
4275,秀苑东路
4276,星辉西路
4277,西马道街
4278,秀苑路
4279,兴禅寺街
4280,新荷路
4281,星辰东二街
4282,西安北路
4283,新风巷
4284,小关庙后街
4285,西府北街
4286,小通巷
4287,星月西街
4288,星科北街
4289,星汉路
4290,星科路
4291,星辰东一街
4292,西体路
4293,西体北路
4294,乡农市街
4295,肖家村二巷
4296,香木林路
4297,西北桥河边街
4298,西北桥东街
4299,信息园东路
4300,星辰二巷
4301,小关庙街
4302,西屠场街
4303,新村河边街
4304,兴丰路
4305,兴盛东路
4306,西大街西二段
4307,西青路
4308,西北桥北街
4309,西林四街
4310,西林二街
4311,星汉北路
4312,西林三街
4313,西林一街
4314,西珠市街
4315,星辉东路
4316,西二道街
4317,星辉桥
4318,欣然一街
4319,西马棚街
4320,肖家村四巷
4321,新开寺街
4322,星辉中路
4323,兴顺路
4324,新怡路
4325,星辉西滨河路
4326,XA26-怀西北路
4327,XA26-怀西南路
4328,西河大桥
4329,XA28-南熏大道
4330,XN06-温玉路
4331,XN18
4332,XN17-玉沿路
4333,XN06-万安街
4334,XA1231-彭温路
4335,西源大道
4336,西区大道
4337,XA37-靖源上街
4338,犀团路
4339,犀安路
4340,XA37-靖源下街
4341,XA37
4342,XA37-学院街
4343,XA18
4344,XN20-青城山路
4345,下兴街
4346,XN100-唐太路
4347,XA13-彭郫路
4348,XA13-新彭郫路
4349,XA13-老彭郫路
4350,XA22-北灌路
4351,XA22
4352,XA22-石龙下街
4353,XN13
4354,XA23-蒲张路
4355,XA22-学府路
4356,小夫路
4357,西玉龙街
4358,西月城街
4359,秀苑东路
4360,熊猫大道
4361,XA04-龙赵路
4362,XA04-同兴下街
4363,XA04-同兴街
4364,X400-石木路
4365,新龙石路
4366,XA02-东风街
4367,XA02
4368,XA02-环城路
4369,XA14-大石路
4370,XA01-成环路
4371,X055-三金路
4372,XA19
4373,XN14-竹韵大道
4374,XN14
4375,新犀路
4376,XA19-天新路
4377,XA37-新崇路
4378,XA37-竹园大道
4379,新义街
4380,新都大道
4381,新石路
4382,XA04-泰北街
4383,新新路
4384,X070-宝光大道北段
4385,XA31
4386,兴乐北路
4387,新工大道
4388,XN46-兴石路
4389,新九路
4390,XN15-新新路
4391,XA01-新新路
4392,新崇路
4393,XA21
4394,香都大道
4395,XA21-深水街
4396,幸福横路
4397,XA53-广金路
4398,一杆旗南街
4399,永康路
4400,驿都中路
4401,益州大道
4402,御凤二路
4403,雅砻江路
4404,云顶山路
4405,月季街
4406,御凤一路
4407,育成街
4408,阳光南路
4409,岳家沟隧道
4410,涌泉横街
4411,杨柳东路
4412,Y010-府通路
4413,Y010-府兴路
4414,云凤路
4415,永宁正街
4416,鱼凫二支道
4417,永文路
4418,阳光街三段
4419,逸霞路
4420,育人东街
4421,影剧院街
4422,禹庙下街
4423,禹庙上街
4424,一环路东北段
4425,一环路东南段
4426,一环路西北段
4427,一环路西南段
4428,玉龙五巷
4429,一里阳光街
4430,驭虹路
4431,余波桥街
4432,永丰立交桥
4433,迎晖路
4434,益园二路
4435,玉林中横巷
4436,玉林二巷
4437,月街
4438,悦彬路
4439,堰功道
4440,营门口立交桥
4441,玉带街
4442,余渡大桥
4443,邑邛故道
4444,云峰街
4445,永石路
4446,一杆旗南街
4447,一杆旗北街
4448,杨桥路
4449,云岭路
4450,永安东路
4451,云桥街
4452,玉林东路
4453,玉林西路
4454,玉林五巷
4455,玉林上横街
4456,玉林街
4457,玉林中路
4458,玉洁巷
4459,玉林南路
4460,玉洁西街
4461,元通二巷
4462,元通一巷
4463,元华二巷
4464,云霞路
4465,永盛东街
4466,益园路
4467,岳府街
4468,逸都路
4469,云影路
4470,永盛南街
4471,逸霞街
4472,玉林横街
4473,玉林八巷
4474,玉林中横巷
4475,益园一路
4476,亚光路
4477,永盛北街
4478,益园二路
4479,益园三路
4480,玉通巷
4481,元华一巷
4482,玉林南街
4483,益州东一街
4484,玉洁东街
4485,玉双路
4486,一心桥横街
4487,烟袋巷
4488,一心桥街
4489,一心桥南街
4490,玉林北路
4491,盐道街
4492,玉林北街
4493,玉皇观街
4494,游乐园滨河路
4495,优品街
4496,雍翠路
4497,育婴堂街
4498,银杏大道
4499,银玉路
4500,悦来街
4501,驿都大道
4502,玉鹤路
4503,迎晖南路
4504,玉兰街
4505,迎晖南街
4506,药王庙街
4507,银木街
4508,杨树街
4509,育卉街
4510,阳光北路
4511,音乐公园南路
4512,音乐公园东路
4513,银丝街
4514,严家祠路
4515,永丰东路
4516,义京大道
4517,银履街
4518,一三五电子路
4519,御景路
4520,一帆大道
4521,永红路
4522,育英大桥
4523,驿站环路
4524,驿站路
4525,友谊桥
4526,姚渡上街
4527,阳河街
4528,阳光森林路
4529,怡湖西路
4530,怡湖东路
4531,玉带巷
4532,怡湖北路
4533,鱼凫二支道
4534,羊马立交桥
4535,燕阳路
4536,杨桥路
4537,迎春道
4538,鸳鸯中街
4539,鸳鸯西街
4540,鸳鸯北街
4541,义兴西路
4542,义兴中路
4543,鸳鸯西边巷
4544,银桦路
4545,银桦西路
4546,永安西路
4547,永康西路
4548,永安东路
4549,永康东路
4550,杨祠街
4551,永安中路
4552,裕民巷
4553,羊马立交桥
4554,羊安路
4555,永宏路
4556,永科路
4557,一元街
4558,永和大道
4559,杨柳西路
4560,友贤路
4561,宇王街
4562,映月西街
4563,业兴北路
4564,雁葫路
4565,迎龙路
4566,业青路
4567,映月街
4568,艺术村路
4569,玉宇路
4570,沅江路
4571,月华路
4572,玉隆东街
4573,永高路
4574,云龙路
4575,元华路
4576,益州大道
4577,迎江路
4578,羊双路
4579,油榨房街
4580,益州东二街
4581,云华路
4582,雅士路
4583,驿泉路
4584,裕农街
4585,银河大道
4586,雅泉街
4587,怡居路
4588,雅生路
4589,永双街
4590,驿生路
4591,永溪街
4592,沿山路
4593,怡安路
4594,怡岭路
4595,玉扬路
4596,怡和北街
4597,怡合路
4598,驭虹路
4599,樱桃街
4600,盐井路
4601,盐井五街
4602,盐井七街
4603,盐井六街
4604,盐井四街
4605,盐井三街
4606,盐井二街
4607,盐井一街
4608,驭龙桥
4609,玉兰巷
4610,阎巷街
4611,玉宁北路
4612,银丰路
4613,羊安街
4614,羊安第二大桥
4615,岳巷子
4616,余波桥街
4617,余渡大桥
4618,养廉街
4619,永安大桥
4620,养义街
4621,养方街
4622,养信街
4623,宜城路
4624,宜城东路
4625,宜城西路
4626,营北街
4627,营新街南段
4628,营南街
4629,营新街北段
4630,营东街
4631,邑新大道
4632,鸳鸯池街
4633,元通路
4634,玉龙东七巷
4635,玉龙西七巷
4636,永石路
4637,玉龙西街
4638,一杆旗东街
4639,一里街
4640,邮电街
4641,药王大道下段
4642,药王大道中段
4643,杨柳堰街
4644,玉府路
4645,玉堂美食长廊
4646,永安大道
4647,玉带桥街
4648,玉带桥下河街
4649,永友路
4650,银厂沟东路
4651,银厂沟南路
4652,银厂沟北路
4653,银厂沟西路
4654,堰华路
4655,雅泉路
4656,玉垒南街
4657,玉垒北街
4658,玉垒路
4659,银杏西路
4660,银桂街
4661,银杏中路
4662,银杏东路
4663,玉居庵西路
4664,玉局庵东路
4665,银桂桥二巷
4666,银沙路
4667,银沙南街
4668,营康西路
4669,营康路
4670,营通街
4671,营和街
4672,营兴街
4673,营通巷
4674,一品天下大街
4675,育英南路
4676,玉赛路
4677,怡福路
4678,营门口路
4679,营策巷
4680,银桂桥西街
4681,育仁北路
4682,育仁南路
4683,银桂桥一巷
4684,银沙横街
4685,银河北街
4686,银沙北街
4687,银沙正街
4688,银沙西街
4689,羊子山西路
4690,育苗路
4691,银沙街
4692,银沙巷
4693,营中巷
4694,玉局庵西路
4695,怡福巷
4696,育仁西路
4697,育德路
4698,育苗南路
4699,育仁东路
4700,羊子山路
4701,云龙南路
4702,蓥华寺街
4703,杨柳东路
4704,Y010-府通路
4705,永通路
4706,永科路
4707,永宁正街
4708,一里阳光街
4709,云桥路
4710,银杏中路
4711,堰华路
4712,营门口路
4713,永陵路
4714,云石路
4715,藏卫路南二段
4716,藏卫路南四段
4717,藏卫路南三段
4718,藏卫路南一段
4719,昭觉寺南路
4720,紫罗兰街
4721,忠北路
4722,忠诚路
4723,子华北街
4724,子华中街
4725,赞元街
4726,战备渠南路
4727,战备渠北路
4728,政通东路
4729,政通西路
4730,中铁北街
4731,中央马路
4732,中鹏路
4733,中鹏巷
4734,中鹏西路
4735,梓潼一街
4736,政星街
4737,支渠路
4738,祝善路
4739,子云南路
4740,子云北路
4741,正港路
4742,正兴大道
4743,珠江东路
4744,真武巷
4745,中信大道
4746,芝芝路
4747,紫瑞大道
4748,紫藤路
4749,中莲池正街
4750,至善南路
4751,中央马路
4752,走马河街
4753,子云路西二巷
4754,站东路
4755,忠北路
4756,中崇路
4757,正府街
4758,政府北路
4759,造纸路
4760,正兴路
4761,正通路
4762,质检路
4763,中崇路
4764,早兴街
4765,政文街
