,road_name
1677,机场立交桥
1678,江家互通
1679,锦华路四段一街
1680,锦华路四段二街
1681,涧槽街
1682,金巷东街
1683,箭道横街
1684,箭北巷
1685,金巷正街
1686,金巷西街
1687,解元街
1688,纪元街
1689,锦蓉路
1690,吉市街
1691,机九路
1692,机投正街
1693,机投北顺街
1694,机投西街
1695,金瓦路
1696,金履路
1697,金兴南路
1698,晋阳路
1699,金兴北路
1700,金兴中路
1701,金花街
1702,九江一路
1703,蛟龙大道
1704,九川路
1705,金李路
1706,金川北路
1707,聚萃街
1708,金江北街
1709,金顺街
1710,聚龙路
1711,九金路
1712,晋康街
1713,九金街
1714,九环路
1715,金航街
1716,江安滨河南路
1717,聚荟街
1718,机投东街
1719,金花横街
1720,江凤东街
1721,吉福路
1722,金履四路
1723,金履三路
1724,晋吉北路
1725,金花堰桥
1726,晋吉西二街
1727,金航路
1728,籍太路
1729,煎茶溪下街
1730,煎茶溪上街
1731,佳苑路
1732,佳苑路横一街
1733,锦江路
1734,佳苑路横二街
1735,锦尚西二路
1736,锦城大道
1737,剑南大道
1738,锦尚东路
1739,交子大道
1740,锦悦西路
1741,交子北二路
1742,锦尚西一路
1743,交子南二路
1744,交子南一路
1745,锦尚西一街
1746,锦悦东路
1747,姐儿堰路
1748,吉华路
1749,吉庆一路
1750,吉泰四路
1751,吉辉路
1752,交子北一路
1753,聚宝沱桥
1754,佳美路
1755,经开区南一路
1756,健民巷
1757,菊园路
1758,经开区南二路
1759,建富巷
1760,金地路
1761,鲸龙路
1762,经开区南三路
1763,聚宝路
1764,经开区南六路
1765,经开区南四路
1766,经开区南五路
1767,酱园南街
1768,酱园街
1769,接龙街
1770,金银花街
1771,金山商业街
1772,佳茗巷
1773,金相路
1774,家钰路
1775,夹关大桥
1776,籍黄路
1777,金桂街
1778,金宝街
1779,军民街
1780,建华南路
1781,甲子东道
1782,晋康路
1783,甲子路
1784,敬贤街
1785,金红路街
1786,金红路
1787,金双路
1788,涧槽南街
1789,涧槽北街
1790,涧槽中街
1791,锦宁巷
1792,金怡巷
1793,江安街
1794,金平街
1795,金祥街
1796,金和街
1797,金安南街
1798,济兴街
1799,江安西四街
1800,江安西二街
1801,江安中路
1802,江安东一街
1803,江安河东路
1804,井福街
1805,江安河东路上段
1806,金桔巷
1807,景环路
1808,聚兴路
1809,金玉路
1810,江安河西滨河路
1811,景凤街
1812,金平巷
1813,金堰路
1814,江安东四街
1815,金龙街南段
1816,金彭西路
1817,金彭中路
1818,九江南路
1819,金光中路
1820,九江北路
1821,驾虹路
1822,金藤大道
1823,九鼎大道
1824,金凤下街
1825,金桂巷
1826,军屯东街
1827,军屯西街
1828,锦阳西路
1829,锦阳西南路
1830,九龙江路
1831,金青路
1832,交桂路
1833,交桂三巷
1834,交桂一巷
1835,交大路
1836,金沙北二路
1837,金琴路
1838,锦翠路
1839,金房苑南路
1840,金房苑东路
1841,焦家巷
1842,九里堤南支路
1843,金房苑北路
1844,金科北路
1845,金科东路
1846,金博北路
1847,金沙北一路
1848,荆顺路
1849,荆竹坝路
1850,荆竹西路
1851,金沙遗址路
1852,锦翠北路
1853,锦屏西街
1854,锦翠南路
1855,金房苑横街
1856,金房苑西路
1857,金鱼街
1858,九里堤南路
1859,九里堤中路
1860,建设北街
1861,锦屏路二巷
1862,锦屏路一巷
1863,金丰西路
1864,荆竹坝路西街
1865,荆竹东路
1866,荆竹中路
1867,金瑞路
1868,金沙横街
1869,锦屏南路
1870,金罗路
1871,金鑫大道
1872,荆翠西路
1873,荆翠南二街
1874,荆顺东街
1875,将军碑路
1876,荆翠东路
1877,荆翠中路
1878,金仙桥路
1879,建和路
1880,荆竹南街
1881,金泽路
1882,交桂二巷
1883,建设支巷
1884,酱园公所街
1885,金科西路
1886,九里堤西路
1887,金卉路
1888,鸡冠山路
1889,锦江街
1890,金鱼街
1891,鹃城东街
1892,驾青路
1893,金桔巷
1894,江安河东路
1895,金亮路
1896,军民街
1897,军屯东街
1898,交大路
1899,金牛坝路
1900,交大立交
1901,金琴路
1902,九龙大道
1903,金履街
1904,金光路
1905,将军东街
1906,君跃路
1907,金地路
1908,金川路
1909,金橘街
1910,集三路
1911,桔园路
1912,金鹰路
1913,金凤路
1914,金鹏路
1915,江北街
1916,旌金公路
1917,九高路
1918,科华南路
1919,科华中路
1920,科创路东段
1921,科创路西段
1922,科北路
1923,快活正街
1924,开金路
1925,科晶路
1926,科新南路
1927,科华北路
1928,科华中路
1929,科华北路
1930,可心大道
1931,空港一路
1932,科华南路
1933,科园一路
1934,科联街
1935,科华北路
1936,科华中路
1937,科园南路
1938,科园南一路
1939,科园南二路
1940,科园三路
1941,科园大道
1942,科园二路
1943,科华街
1944,科院街
1945,科园四路
1946,康庄中街
1947,康庄西街
1948,可心大道
1949,科林路
1950,科嘉路
1951,科华路
1952,昆华路
1953,昆山大道
1954,口岸路
1955,空港二路
1956,科华一路
1957,康复路上街
1958,康复路下街
1959,奎光西上街
1960,奎光东一街
1961,奎光东二街
1962,奎光西街
1963,奎光西下街
1964,奎光路
1965,康兮路
1966,康居巷
1967,凯旋西路
1968,匡家路
1969,康禧路
1970,科兴北路
1971,科兴南路
1972,奎星楼街
1973,康兮路
1974,奎光西下街
1975,奎光东三街
1976,开建路
1977,龙工南路
1978,龙腾东路
1979,龙腾西路
1980,龙腾中路
1981,龙兴大道
1982,龙门山路
1983,龙泉山路
1984,廖家正街
1985,廖兴北街
1986,廖兴西街
1987,两河路
1988,柳城大道
1989,柳浪湾街
1990,柳台大道
1991,来凤路
1992,柳河南路
1993,绿篱路
1994,劳模路
1995,柳金路
1996,燎原路
1997,柳浪湾二街
1998,柳浪湾北二街
1999,柳浪湾北三巷
2000,龙潭巷
2001,柳北二街
2002,柳北街
2003,绿园西路
2004,柳北一街
2005,烈士街
2006,柳浪湾北四巷
2007,柳南一路
2008,柳南三路
2009,柳南四路
2010,柳南五路
2011,柳南六路
2012,临江路南段
2013,乐大公路
2014,绿茵街二段
2015,绿茵街一段
2016,两河大道
2017,绿茵街四段
2018,蓝岸街一段
2019,蓝岸街二段
2020,绿茵街三段
2021,蓝岸街三段
2022,林泉南街
2023,两河新街
2024,林泉北街
2025,两河西三路
2026,隆正街
2027,柳街
2028,柳安街
2029,两友路
2030,龙安巷
2031,林芝路
2032,龙兴大道
2033,林荫街
2034,琉璃三街
2035,琉新路
2036,琉大路
2037,莲花新区南一巷
2038,绿岸桥
2039,琉璃路
2040,螺丝路
2041,柳金路
2042,莲花堰路
2043,拉法基大道
2044,龙青路
2045,临江街
2046,利民路北段
2047,利民路中段
2048,利民路南段
2049,龙马街
2050,老川藏路
2051,临港路
2052,罗汉路南一段
2053,麓山大道
2054,龙工南路
2055,龙平路
2056,落虹桥街
2057,隆兴街
2058,莲花新区南一巷
2059,莲桂南路
2060,蓝草路
2061,琉璃路
2062,琉璃三街
2063,莲桂西路
2064,莲花中路
2065,莲桂东路
2066,龙兴大道
2067,琉三路
2068,莲花西路
2069,龙王庙正街
2070,莲桂街
2071,龙华南巷
2072,林荫街
2073,龙华北路
2074,临江中路
2075,龙舟东巷
2076,龙腾西街
2077,莲花东路
2078,鹭岛路
2079,龙腾东路
2080,龙阳街
2081,丽都路
2082,龙门巷
2083,老马路
2084,琉新街
2085,莲花新区北一巷
2086,莲花新区北二巷
2087,龙腾西路
2088,龙腾中路
2089,龙欣路
2090,龙华南路
2091,琉璃二街
2092,琉璃一街
2093,龙华北巷
2094,帘官公所街
2095,林荫中街
2096,旅游村街
2097,临江西路
2098,龙舟南街
2099,柳翠路
2100,龙腾正街
2101,凉水井街
2102,领事馆路
2103,菱窠路
2104,螺丝路
2105,龙锦街
2106,龙舟路
2107,柳树南街
2108,菱窠东路
2109,灵雅路
2110,灵龙路
2111,陵川路
2112,楞伽庵街
2113,龙潭寺东路
2114,龙圣路
2115,龙青路
2116,隆兴路
2117,隆盛路
2118,临河街
2119,凌波西路
2120,龙虎大道
2121,龙胜街
2122,列维士路
2123,两河路
2124,柳城大道
2125,绿篱路
2126,螺蛳坝立交
2127,凉港路
2128,凉井二路
2129,凉港二路
2130,凉井一路
2131,凉港三路
2132,罗汉路南一段
2133,罗湾巷
2134,龙门南街
2135,龙门北街
2136,龙门中街
2137,留鹤路
2138,乐瑞街
2139,刘家濠东街
2140,刘家濠北街
2141,凌翔街
2142,六合街
2143,龙井西街
2144,龙井北街
2145,老簇马路
2146,龙井东街
2147,龙井中街
2148,龙井南街
2149,李渡路
2150,罗汉路
2151,龙锦路
2152,龙桥路北段
2153,老成仁路
2154,龙马大道
2155,麓山大道
2156,老华龙路
2157,梨花街
2158,罗家堰街
2159,老双中路
2160,柳荫街
2161,龙应路
2162,丽都街
2163,丽锦街
2164,琉大路
2165,琉新路
2166,利通路
2167,利民三街
2168,龙灯山路
2169,龙湾桥
2170,丽景路
2171,廉泉街
2172,菱角巷
2173,骆新街
2174,龙工南路
2175,灵池街
2176,柳荫路
2177,龙城大道
2178,龙安路
2179,凉水街
2180,龙平路
2181,燎原北路
2182,芦溪路
2183,龙江街
2184,临溪巷
2185,了翁路
2186,柳枝巷
2187,临济老街
2188,临济新街
2189,李龙街
2190,老南河桥
2191,兰田大道
2192,梨花大道
2193,联检路
2194,兰沟路
2195,燎集路
2196,灵宝街
2197,临康路
2198,老川藏路
2199,来龙路
2200,乐园后街
2201,岚牌街
2202,兰苑路
2203,龙普路
2204,老人桥街
2205,莲花堰路
2206,联盟南路
2207,联盟北路
2208,凉水井路
2209,廖家桥路
2210,丽春北路
2211,龙兴北街
2212,联升巷
2213,临湖路一段
2214,龙池旅游路
2215,龙池公路
2216,龙溪河桥
2217,龙池复建路
2218,龙池隧道
2219,拦厢街
2220,良风路
2221,拉法基大道
2222,隆裕街
2223,乐兴西街
2224,乐兴路
2225,柳河西路
2226,雷剑广场
2227,锣锅巷
2228,陆家大道
2229,老东城根街
2230,林巷子
2231,龙嘴路
2232,隆华路
2233,朗润路
2234,灵润路
2235,罗家碾街
2236,来凤路
2237,留鹤路
2238,林泉南街
2239,隆新路
2240,龙木路
2241,龙青路
2242,龙虎大道
2243,龙赵路
2244,马家花园路
2245,马超西路
2246,鸣阳大桥
2247,麻市街
2248,民飞路
2249,毛家桥街
2250,美墅街二段
2251,岷江二路
2252,美墅街一段
2253,美墅街三段
2254,木兰路
2255,民俗文化街
2256,岷江街
2257,檬柏路
2258,岷阳巷
2259,孟湾东道
2260,孟家巷
2261,牧华路
2262,茂生街
2263,马市坝街
2264,莓仙路
2265,磨子街
2266,墨香路
2267,磨房街
2268,美洲北路
2269,美洲南路
2270,牧电路
2271,马王庙街
2272,猛追湾街
2273,猛追湾东街
2274,美洲西路
2275,猛追湾滨河路
2276,明蜀路
2277,牡丹街
2278,猛追湾横街
2279,木兰街
2280,民兴东路
2281,马超东路
2282,马超西路
2283,马鞍路
2284,铭章路
2285,明天路
2286,弥牟下街
2287,弥牟中街
2288,牧山路
2289,牧华路
2290,毛桥巷
2291,明珠大桥
2292,木三路
2293,蒙桥路
2294,马新路
2295,莓仙路
2296,磨盘街
2297,庙山巷
2298,明江南路
2299,明江北路
2300,美满路
2301,磨子湾路
2302,马湖街
2303,棉花街
2304,牟礼大桥
2305,模范街
2306,梅花街下段
2307,梅花街上段
2308,民兴街
2309,牧华路二段
2310,孟湾东道
2311,梅碾街
2312,马市坝街
2313,茂生街
2314,民航三号路
2315,岷阳东巷
2316,檬梓街
2317,檬梓环街
2318,名人巷
2319,茂达街
2320,芒城路
2321,民阜街
2322,民疗路
2323,墓前路
2324,牡丹巷
2325,牡鹃巷
2326,牡丹北路
2327,闽东路
2328,马鞍南路
2329,马鞍东路
2330,鸣翠路
2331,磨底河沿街
2332,马家花园路
2333,马鞍北路
2334,民居路
2335,磨底河横街
2336,马鞍西路
2337,马镇街
2338,民飞路
2339,岷江四号桥
2340,闽东路
2341,马鞍东路
2342,木兰街
2343,民大路
2344,弥牟南街
2345,弥牟北街
2346,南北大道
2347,农平路
2348,娘娘岗隧道
2349,南熏大道
2350,南浦路
2351,南浦横街
2352,农业园横道二
2353,农业园横道一
2354,南海二路
2355,宁泰路
2356,南兴巷
2357,楠乌路
2358,南三环路五段
2359,南三环路四段
2360,南三环路三段
2361,南三环路二段
2362,南桥二路
2363,南三环路一段
2364,南滨路
2365,南宁街
2366,南西路
2367,南苑大道
2368,南苑北路
2369,南河大桥
2370,南桥二路
2371,南糠市街
2372,南沈路
2373,内姜街
2374,牛沙路
2375,牛沙横街
2376,牛市口路
2377,牛沙后街
2378,牛沙北路
2379,牛沙南路
2380,楠丰路
2381,南浦西路
2382,牛王庙巷
2383,南浦中路
2384,南纱帽街
2385,南府街
2386,年丰巷
2387,农居路
2388,南丰大道一巷
2389,诺特路
2390,南亭一巷
2391,南亭二巷
2392,南熏大道
2393,南寿街
2394,南海大道
2395,南苑中路
2396,南华北路
2397,南方路
2398,南堰街
2399,南宁街
2400,南环街
2401,南岳街
2402,南西路
2403,农贸巷
2404,南通路三段
2405,南苑北路
2406,南苑巷
2407,宁馨大道
2408,宁香路
2409,南河东街
2410,南安大道
2411,南平北路
2412,南平中路
2413,南平南路
2414,楠林路
2415,南丰大道
2416,南丰大道二巷
2417,宁夏街
2418,内曹家巷
2419,南丰大道三巷
2420,南薰巷
2421,南北大道
2422,宁馨大道
2423,宁德大道
2424,南桥街
2425,藕塘路
2426,藕塘新街
2427,藕塘街
2428,蒲阳路
2429,鹏程路
2430,培中路
2431,浦兴街
2432,蒲津街
2433,盆景街
2434,平和街
2435,蒲阳路
2436,郫花路
2437,盘龙新街
2438,彭白路
2439,蒲塘路
2440,蒲回路
2441,平阳北一段
2442,平阳北三街
2443,平阳北四街
2444,泡桐树街
2445,培华西路
2446,毗河东路
2447,普河路
2448,普利南街
2449,培风路
2450,平乐互通
2451,彭甘路
2452,培风路
2453,培风东街
2454,培风横街
2455,培风东路
2456,枇杷巷
2457,蒲东路
2458,平江北路
2459,彭傍路
2460,蒲阳大道
2461,蒲阳路
2462,普兴东街
2463,普兴西街
2464,平岗路
2465,潘家街三段
2466,潘家街二段
2467,潘家街四段
2468,蒲阳河南路上段
2469,蒲阳河南路
2470,平义二巷
2471,盘龙西街
2472,盘龙新街
2473,彭敖路
2474,蟠江路
2475,彭白路
2476,圃园北路
2477,圃园路
2478,平安正街
2479,圃园南二路
2480,培华东路
2481,圃园南一路
2482,圃园横街
2483,郫温路
2484,鹏程路
2485,郫花路
2486,彭郫路
2487,彭温路
2488,彭白路
2489,彭敖路
2490,彭什路
2491,蒲阳路
2492,蒲虹公路
2493,蒲张路复线
2494,蒲新路
2495,毗河路
2496,毗河桥
2497,普河路
2498,平安桥
2499,青羊大道
2500,青城路
2501,青跃路
2502,青城山路
2503,邛崃山路
2504,青衣江路
2505,阙黄路
2506,群辉街
2507,青凤街
2508,麒麟街
2509,泉兴西街
2510,泉兴东街
2511,清泉南街
2512,清江西路
2513,清源环街
2514,清淳二街
2515,清河一支路
2516,清水滨河路
2517,清泉北街
2518,清源北巷
2519,清淳三街
2520,清百西一路
2521,清淳一街
2522,清河二支路
2523,清百路
2524,青森街
2525,青峯桥
2526,清明街
2527,青韵街
2528,青云北街
2529,清马路
2530,清江三街
2531,清江二街
2532,曲池街
2533,曲锦路
2534,群益路
2535,青羊上街
2536,青羊大道
2537,清江东路
2538,清和里北段
2539,青华路
2540,青羊东二路七巷
2541,青羊东二路四巷
2542,汽贸产业大道
2543,青城山大道
2544,清江中路
2545,庆云西街
2546,青羊正街
2547,青莲上街
2548,企业中路
2549,青石桥南街
2550,清安街
2551,青羊大道
2552,青羊横街
2553,情融路
2554,七道堰街
2555,庆云南街
2556,群宁街
2557,群和街
2558,青华北二街
2559,青华北一街
2560,青羊大道清水河桥
2561,青石桥北街
2562,庆云北街
2563,七家巷
2564,青龙正街
2565,青石桥中街
2566,群益街
2567,汽贸产业大道
2568,清逸路
2569,群益路
2570,千祥街
2571,青狮路
2572,亲河路
2573,憩园街
2574,其昌路
2575,青江西路
2576,青江中路
2577,群筵街
2578,青华中路
2579,青江北路
2580,青江东路
2581,憩园路
2582,青华东路
2583,青江南路
2584,青江东路（附）
2585,青果街
2586,清河大桥
2587,栖谷东路
2588,栖谷北路
2589,清石街
2590,清江西路
2591,邛崃西互通
2592,骑士大道
2593,青啤大道
2594,七里路
2595,泉颐街
2596,千桐路
2597,泉湖路
2598,琼楼路
2599,七里商业街
2600,清影路
2601,泉上街
2602,千龙路
2603,清溪路一段
2604,庆西门街
2605,劝学路
2606,汽车城大道
2607,全兴路
2608,前卫街
2609,棋苑巷
2610,清江大道
2611,桥楼街
2612,群英桥
2613,邛陶路
2614,前兴街
2615,桥津下街
2616,瞿上城路
2617,千悦街
2618,全林街
2619,庆阳街
2620,清泰路
2621,渠山路
2622,青正街西段
2623,青农街
2624,青正街东段
2625,青霞路
2626,青雨路
2627,桥北街
2628,青城山大道
2629,齐心大道
2630,青白江北路
2631,清白江东路
2632,青纸路
2633,桥楼南路
2634,桥楼北路
2635,千喜街
2636,清溪东路
2637,青羊北路
2638,群康路
2639,泉水东路
2640,清溪西路
2641,泉水西路
2642,曲水路
2643,青西路
2644,青冈北路
2645,青羊东一路
2646,清江南街
2647,清江东路
2648,青羊东二路
2649,渠山路
2650,青城大桥
2651,青城路
2652,青龙街
2653,全兴路
2654,蓉北商贸大道
2655,蓉都大道
2656,人和支路
2657,人和西街
2658,仁爱路
2659,瑞联西路
2660,仁义街
2661,荣港路
2662,瑞联路
2663,人南立交桥
2664,瑞南街
2665,瑞升南街
2666,榕声路
2667,蓉北商贸大道
2668,瑞云街
2669,绕镇路
2670,绕城路
2671,燃灯寺北街
2672,瑞升南街
2673,染靛街
2674,燃灯寺西北街
2675,榕声路
2676,仁厚街
2677,燃灯寺东街
2678,如是庵街
2679,蓉都大道
2680,瑞龙街
2681,蓉北路
2682,荣柳路
2683,绕城大道南一段
2684,绕城大道东一段
2685,绕城大道
2686,瑞星路
2687,蓉台大道
2688,燃灯北路
2689,燃灯西路
2690,瑞南街
2691,瑞星路
2692,绕城路
2693,仁和南街
2694,荣华北路
2695,仁和东街
2696,燃灯寺路
2697,仁寿路街
2698,热电路
2699,仁和大桥
2700,瑞新街
2701,瑞通路
2702,仁何街
2703,人防路
2704,绕营路
2705,绕镇路
2706,燃灯路
2707,仁港路
2708,瑞龙路
2709,蓉北商贸大道
2710,瑞丰巷
2711,蓉北商贸大道二段
2712,润潼路
2713,绕城大道东一段
2714,如意大道
2715,三新路
2716,双星大道南二段
2717,双星大道南一段
2718,顺城大街
2719,蜀西路
2720,蜀汉路
2721,蜀龙大道中段
2722,蜀龙大道
2723,蜀龙大道北段
2724,十里大道
2725,蜀王大道北段
2726,双兴中街
2727,三峨街
2728,圣景路
2729,圣景路二段
2730,舜元路
2731,双兴北街
2732,双兴南街
2733,双怀路
2734,世平街
2735,石河路
2736,胜通街
2737,盛锦街
2738,盛丰街
2739,苏坡中路
2740,四威北路
2741,蜀辉路
2742,蜀西路
2743,顺源环街
2744,顺清街
2745,顺清南一巷
2746,蜀鑫路
2747,蜀清路
2748,四威南路
2749,蜀西南二路
2750,顺源东巷
2751,双金路
2752,双新南路
2753,蜀清支路
2754,蜀金路
2755,蜀西南一路
2756,蜀西南三路
2757,双新北路
2758,蜀鑫东路
2759,蜀鑫西一路
2760,顺源北巷
2761,顺源南一巷
2762,上安街
2763,申柳路
2764,顺广街
2765,盛港路
2766,顺春路
2767,三元正街
2768,顺宏路
2769,寿增路
2770,书南巷
2771,尚锦路
2772,双石路
2773,石亭路
2774,双柏东一街
2775,尚丰路
2776,双柏东二街
2777,S106-光明桥
2778,S106-朝阳大道
2779,S106-蒲塘路
2780,S106-梁江桥
2781,S106-宝林大桥
2782,S103-邓双互通式立交桥
2783,S107-武阳西路
2784,S103-望江路
2785,S103-岷江大道
2786,S103-南河大桥
2787,S107-武阳中路
2788,商业一街
2789,S107-武阳东路
2790,S103-兴化5路
2791,S103-迎宾大道
2792,S107-新津二号桥
2793,S107-新津一号桥
2794,S107-新津三号桥
2795,S103-大件南段
2796,S103-大件路
2797,S107-蔡湾立交中桥
2798,S106-工业大道二段
2799,S106-工业大道一段
2800,S106-川环路
2801,S106-金屏大道
2802,S106-西岭大道
2803,S107-成双大道
2804,S103-益新大道
2805,双桥子立交
2806,蜀都大道
2807,顺江路
2808,顺城大街
2809,双林路
2810,双桂路
2811,神仙树南路
2812,少城路
2813,十二桥路
2814,杀牛巷
2815,时蔬路
2816,沙堰东街
2817,诗歌大道
2818,暑袜南街
2819,暑袜中街
2820,水碾河南一街
2821,速中路
2822,思源桥
2823,上南大街
2824,双庆路
2825,双成二路
2826,石灵下街
2827,S106-干五里河大桥
2828,S106-味江河大桥
2829,S106-大三路
2830,S105-青白江大桥
2831,S106-青城山大道
2832,什彭路
2833,S105-天彭大道
2834,S106-关口大桥
2835,蜀汉路
2836,沙河源南路
2837,S105-南街
2838,S105-龙桥
2839,S101-同华大道
2840,S101-华金大道一段
2841,S101-华金大道四段
2842,S101-成南路
2843,S101-华金大道三段
2844,S101-观岭大道
2845,S101-北河三桥
2846,S101-旌金公路
2847,S105-裕民路
2848,S106-会元桥
2849,寿眉路
2850,司马大道
2851,商隆街
2852,三安路
2853,苏家正街
2854,双怀路
2855,双楠大道
2856,双华路一段
2857,蜀州中路
2858,蜀州北路
2859,蜀州南路
2860,双发巷
2861,双简路
2862,三槐树路
2863,双林路
2864,蜀汉街
2865,双林北支路
2866,陕西街
2867,四圣祠北街
2868,暑袜北一街
2869,蜀华街
2870,双林北支路
2871,上汪家拐街
2872,双林北横路
2873,双林中横路
2874,少陵东街
2875,少陵路
2876,水津街
2877,双楠街
2878,双丰中路
2879,双丰路
2880,双丰西路
2881,蜀汉东街
2882,水东门街
2883,双桥路南四街
2884,双桂路
2885,蜀都大道
2886,石桥东街
2887,丝管路
2888,双元街
2889,神仙树北路
2890,沙堰街
2891,双楠路
2892,顺城大街
2893,盛隆街
2894,三官堂街
2895,双桥路南二街
2896,双安东巷
2897,双安北巷
2898,蜀汉街
2899,书院南街
2900,书院东街
2901,胜利村
2902,上沙河铺街
2903,书香街
2904,实业街
2905,盛和一路
2906,盛和三路
2907,上池北街
2908,少陵横街
2909,顺和横街
2910,沙子堰中巷
2911,双华南路
2912,沈三路
2913,神仙树南路
2914,蜀绣西路
2915,双林南支路
2916,盛和二路
2917,水碾河南街
2918,水津桥
2919,上升街
2920,暑袜中街
2921,杉板桥南一路
2922,胜利桥街
2923,四圣祠南街
2924,十二北街
2925,丝竹路
2926,胜利新村
2927,十七街
2928,书院西街
2929,暑袜北二街
2930,双栅子街
2931,双成二路
2932,双福二路
2933,顺锦路
2934,蜀秀东路
2935,双桥路南四段
2936,双丰东路
2937,双楠路桥
2938,少陵路桥
2939,少陵横街桥
2940,神仙树西路
2941,柿子巷
2942,三多里
2943,上翔街
2944,三桂前街
2945,双园巷
2946,十二南街
2947,上池正街
2948,双安南巷
2949,杀牛巷
2950,水杉街
2951,十二中街
2952,暑袜南街
2953,胜天路
2954,社英路
2955,树德大街
2956,石灵下街
2957,石灵上街
2958,十洪路
2959,蜀王大道南段
2960,石灵中街
2961,驷马桥四路
2962,双耀一路
2963,生仙桥
2964,双清巷
2965,石人东路桥
2966,石马巷
2967,三友巷
2968,蜀龙大道
2969,蜀龙路
2970,市场北路
2971,山西路南段
2972,松泉街
2973,商贸大道
2974,三元大道
2975,三邑路
2976,蜀绣商业街
2977,双喜路
2978,三河大道
2979,蜀龙大道中段
2980,圣谕亭巷
2981,三倒拐
2982,三河东街
2983,陕西巷
2984,陕西一巷
2985,顺运路
2986,蜀龙大道北段
2987,水巷子街
2988,升庵西路
2989,升庵中路
2990,石坝街
2991,三家巷
2992,蜀乐街
2993,石家碾西路
2994,石家碾东路
2995,石家碾中路
2996,石家碾东路（附）
2997,上北街
2998,圣灯街
2999,顺安街
3000,什新路
3001,三界西街
3002,苏坡立交
3003,苏坡西路
3004,苏坡东路
3005,蜀西路
3006,S8-平乐互通
3007,桑园互通
3008,S8-桑园互通
3009,S8-成温邛高速公路
3010,S6-机场高速公路
3011,狮子桥立交桥
3012,S9-成灌高速公路
3013,石家立交桥
3014,S1-成彭高速公路
3015,S1-成绵（复线）高速公路
3016,三河场立交
3017,三圣街
3018,圣贤街
3019,顺河上街
3020,三线沟路
3021,蜀星路
3022,三强北路二段
3023,双华场一街
3024,双楠大道
3025,双华场二街
3026,顺畅路
3027,上潘家坝街
3028,桑林街
3029,三元街
3030,蜀南街
3031,双凤街
3032,顺利路
3033,尚石路
3034,双新路
3035,沙堰西二街
3036,商都路
3037,沙堰西一街
3038,水口路
3039,双黄大道
3040,双巷路
3041,双星大道南一段
3042,时代奥特莱斯路
3043,双凤园区南街
3044,赛林路
3045,双星大道南二段
3046,双简路
3047,石经寺互通
3048,世纪城路
3049,升华路
3050,沙发城街
3051,石灰市街
3052,盛治街
3053,盛邦街
3054,盛华北路
3055,三色路
3056,双化街
3057,盛安街
3058,盛兴街
3059,世纪城南路
3060,四河路
3061,双龙桥
3062,时蔬路
3063,四维街
3064,树德街
3065,赏菊路
3066,商业前街
3067,商业后街
3068,桫椤路
3069,桫椤路中段
3070,石象街
3071,善新巷
3072,商业一街
3073,商业三街
3074,商业二街
3075,神庙街
3076,水口正街
3077,商业街下段
3078,商业街上段
3079,盛和街
3080,双升街
3081,四季街
3082,顺江路
3083,帅公馆街
3084,三叶街
3085,双兰路
3086,石桥街北段
3087,石桥街南段
3088,顺西街
3089,苏家正街
3090,生力路
3091,三桂街
3092,蜀龙街
3093,三强东路
3094,三强北路
3095,双永路
3096,四线沟路
3097,三强南路
3098,三强西路
3099,双龙巷
3100,绍兴街
3101,尚华路
3102,双林上街
3103,双林中街
3104,顺园街
3105,书苑路
3106,双凤路
3107,双钟路
3108,石灰街
3109,梳妆街
3110,商娱街
3111,祟义镇上街
3112,祟义镇下街
3113,森禾路
3114,蜀香路
3115,蜀风路
3116,蜀源路
3117,蜀韵路
3118,蜀汉中街
3119,水乡街
3120,蜀汉南街
3121,顺堰下街
3122,顺堰上街
3123,尚水街
3124,三官桥下街
3125,石油街
3126,三官桥街
3127,善政路
3128,十土路
3129,申家巷
3130,伤古街
3131,四通北街
3132,四通南街
3133,四通西街
3134,四通东街
3135,尚阳大道
3136,上善西路
3137,上善东路
3138,上善南路
3139,上善北路
3140,双林路
3141,双槐路
3142,S106
3143,水仙路
3144,赛云台北路
3145,升仙湖北路
3146,蜀明东路
3147,沙湾东二路
3148,沙湾东一路
3149,蜀营街
3150,石人北路
3151,双清中路
3152,石人西路
3153,双顺路
3154,石人正街
3155,石人西街
3156,石人南街
3157,双顺南路
3158,暑前街
3159,双兴街
3160,沙河源西路
3161,赛云台东二路
3162,蜀跃路
3163,蜀通西街
3164,双锦路
3165,四道街
3166,树蓓街
3167,树蓓巷
3168,双建路
3169,蜀陵路
3170,上同仁路
3171,蜀祖路
3172,升仙湖南路
3173,双沙东路
3174,双沙路
3175,沙河源南路
3176,双清北路
3177,蜀兴北街
3178,三道街
3179,蜀兴西街
3180,水武街
3181,蜀明西路
3182,蜀明西巷
3183,蜀明路
3184,蜀光路
3185,圣灯路
3186,蜀明东巷
3187,赛云台南路
3188,赛云台东一路
3189,蜀跃西路
3190,沙河源东路
3191,双水碾街
3192,蜀蓉路
3193,蜀兴南街
3194,赛云台西一路
3195,双建南巷
3196,顺沙巷
3197,蜀汉路
3198,三洞桥路
3199,双荆路
3200,盛发街
3201,盛兴路
3202,盛金路
3203,双瑞一路
3204,双耀二路
3205,蜀跃东路
3206,蜀西街
3207,蜀通街
3208,蜀兴东街
3209,双吉街
3210,石人南路
3211,双清南路
3212,沙洲街
3213,赛云台西二路
3214,双建北巷
